Site;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;LSL;NL;LL;NFS;NFL;NFL1;NFL2;NFL3;NFL4;NB;NB1;NB2;NB3;NB4;NC;NC1;NC2;NC3;NC4;NC5;NC6;NAC;NAC1;NAC2;seedl;juvinale;comment
Lav;WE;3;4;2019;08.08.2019;RG;1;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WE;3;4;2019;08.08.2019;RG;2;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WE;3;4;2019;08.08.2019;RG;3;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;removed with transplant
Lav;WE;3;4;2019;08.08.2019;RG;4;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;5;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;6;;;14,5;6,5;14;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;7;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;removed with transplant
Lav;WE;3;4;2019;08.08.2019;RG;8;;;26,5;9;7;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;9;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;10;;;11;0,5;14;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;11;;;17,5;4;12;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;12;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;removed with transplant
Lav;WE;3;4;2019;08.08.2019;RG;13;;;17;1;11;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;14;;;22;2;18;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WE;3;4;2019;08.08.2019;RG;15;;;8;18;10;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WE;3;4;2019;08.08.2019;RG;16;;;24,5;14;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WE;3;4;2019;08.08.2019;RG;17;;;20,5;4;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;1;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;2;;;6,5;21;20;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;3;;;7;21;37;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;4;;3;16;20,5;24;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;5;;;16;23;27;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;6;;;18;20,5;35;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;7;;;19,5;24,5;25;5;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;8;;;22,5;24;18;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;9;;;23,5;24;22;4;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;10;;;23;23,5;16;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;small
Lav;WN;3;6;2019;07.08.2019;RG;11;;;24,5;23;15;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;12;;;24,5;25;22;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;13;;;29;24;15;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;14;;;30;23;13;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;15;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;16;;;24;19,5;36;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;17;;;26;15,5;31;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;18;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;removed with transplant
Lav;WN;3;6;2019;07.08.2019;RG;19;;;14,5;13;12;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;20;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;removed with transplant
Lav;WN;3;6;2019;07.08.2019;RG;21;;;22,5;1,5;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;22;;;23;0,5;13;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;23;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;24;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;25;;;30,5;4;45;5;20;2;0;0;0;0;0;0;0;0;0;0;8;5;3;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;26;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;under logger
Lav;WN;3;6;2019;07.08.2019;RG;27;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;28;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;gone
Lav;WN;3;6;2019;07.08.2019;RG;29;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;30;;;0,5;21,5;35;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;31;;;7,5;14;9;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;32;;;6,5;10,5;7;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;juvenile;was picked out of the ground
Lav;WN;3;6;2019;07.08.2019;RG;33;;;7;10;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;34;;;33;13;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;35;;;21;5;12;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;yes;
Lav;WN;3;6;2019;07.08.2019;RG;36;;;5,5;5,5;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;37;;;12;1;12;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;38;;;21;3;10;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;39;;;24;1;11;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;40;;;26,5;1;8;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;no;
Lav;WN;3;6;2019;07.08.2019;RG;41;;;9;20;40;3;14;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;no;no;
Lav;WN;3;6;2019;07.08.2019;RG;42;;;22,5;23;8;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;no;
