Site;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;LSL;NL;LL;NFS;NFL;NFL1;NFL2;NFL3;NFL4;NB;NB1;NB2;NB3;NB4;NC;NC1;NC2;NC3;NC4;NC5;NC6;NAC;NAC1;NAC2;seedl;juvinale;comment
Gud;;1;4;2018;07.08.2018;EE;1;;;26;0;38;5;20;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;1;4;2018;07.08.2018;EE;2;;;34;0,5;41;4;18;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;1;;;0,5;16,5;28;4;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;2;;;3;17,5;45;5;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;3;;;1,5;16,5;35;4;19;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;4;;;1,5;16;26;2;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;5;;;1,5;15,5;40;2;19;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;6;;;3,5;16;29;1;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;7;;;5;15,5;42;6;26;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;8;;;1,5;14;46;3;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;9;;;2,5;14,5;41;4;23;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;10;;;2,5;14;44;3;25;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;11;;;3,5;11;40;6;21;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;12;;;4;8;51;6;25;1;2;0;0;0;;2;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;13;;;4;7,5;32;2;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;1;2018;08.08.2018;EE;14;;;1;6,5;25;4;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;3;2018;08.08.2018;;1;;;24;14,5;9;2;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;3;2018;08.08.2018;;2;;;27,5;14,5;28;3;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;4;2018;08.08.2018;EE;2;;;22;8;21;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;2;4;2018;08.08.2018;EE;3;;;33;6;12;3;5;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;1;;;4;13;32;6;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;2;;;4,5;12;36;5;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;3;;;3;9;20;3;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;4;;;5;9;29;5;18;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;5;;;16;4,5;48;6;22;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;6;;;31;8,5;32;9;24;2;11;6;5;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;7;;;33,5;8;18;3;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;8;;;33,5;5,5;21;5;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;9;;;33;5;15;4;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;10;;;35;6;24;3;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;11;;;34,5;3;24;5;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;12;;;33;2;25;5;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;13;;;32;2;18;3;5;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;14;;;30;3;39;8;25;2;10;7;3;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;15;;;29;4;36;7;19;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;16;;;19;3;34;4;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;17;;;18;5;40;2;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;18;;;15,5;4;36;4;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;19;;;5,5;6;40;3;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;1;2018;08.08.2018;;20;;;3,5;10;15;2;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;2;2018;08.08.2018;SLO;1;;;21;13;30;5;12;2;0;0;0;0;;0;0;0;;;7;0;0;;;;;0;;;no;no;
Gud;;3;2;2018;08.08.2018;SLO;2;;;22;5;19;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;3;2018;08.08.2018;RG;1;;;5;9;7;3;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Gud;;3;3;2018;08.08.2018;RG;2;;;24,5;5;6;3;3;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;5;2018;08.08.2018;EE;1;;;21,5;2;30;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;3;5;2018;08.08.2018;EE;2;;;23;2;21;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;4;1;2018;08.08.2018;EE;1;;;33;2;16;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;4;2;2018;;EE;1;;;1,5;24;18;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;4;2018;06.08.2018;EE/JT;1;;;21;2,5;40;3;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;4;2018;06.08.2018;EE/JT;2;;;25;3;32;4;22;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;4;2018;06.08.2018;EE/JT;3;;;20,5;0,5;38;6;20;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;5;2018;06.08.2018;EE;1;;;11,5;17;21;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;5;2018;06.08.2018;EE;2;;;12;18;13;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;5;2018;06.08.2018;EE;3;;;14;16,5;8;2;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;5;2018;06.08.2018;EE;4;;;17;14;18;3;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Gud;;7;5;2018;06.08.2018;EE;5;;;16;12,5;17;3;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;1;2018;14.08.2018;EE;1;;;30;9;34;4;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;1;;;3;25;24;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;2;;;4;24;33;6;19;0;1;0;0;0;;4;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;3;;;5;25;19;4;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;4;;;9;24,5;8;2;8;0;0;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;5;;;9,5;25;18;2;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;6;;;10;25;42;6;19;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;7;;;0,5;16,5;28;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;8;;;2,5;17;23;3;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;9;;;1;2;21;6;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;2;2018;09.08.2018;EE;10;;;0,5;4,5;10;4;9;0;1;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;3;2018;15.08.2018;EE;1;;;11;24;15;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;3;2018;15.08.2018;EE;2;;;13;24;14;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;3;2018;15.08.2018;EE;3;;;26,5;4;10;3;5;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;1;4;2018;15.08.2018;EE;1;;;25;19;9;6;11;2;0;0;0;0;;0;0;0;;;3;1;2;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;2;;;9;15,5;11;6;7;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;3;;;8;13;5;2;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;4;;;16,5;14,5;7;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;5;;;10;3,5;21;8;18;2;1;0;0;0;;0;0;0;;;4;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;6;;;21;8;2;2;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;7;;;16;1;24;5;16;1;0;0;0;0;;0;0;0;;;3;0;0;;;;;0;;;no;no;
Lav;;1;4;2018;15.08.2018;EE;8;;;18;1,5;17;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;1;;;3;22,5;9;4;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;2;;;1,5;21;11;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;3;;;5,5;21;9;2;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;4;;;11;21,5;25;4;14;0;4;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;5;;;11,5;21;24;2;20;0;1;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;6;;;11,5;20,5;17;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;7;;;11,5;20;24;1;26;0;1;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;8;;;21;22;19;6;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;9;;;2;17;19;3;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;10;;;13,5;16,5;11;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;11;;;20;17;15;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;12;;;20,5;17;25;2;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;13;;;23;18;17;3;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;14;;;29,5;18;15;3;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;15;;;24;15,5;31;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;16;;;0,5;7,5;14;5;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;17;;;3;10;9;5;14;0;0;0;0;0;;1;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;18;;;3;9,5;5;3;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;19;;;32,5;7;18;3;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;20;;;25;4;28;6;21;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;21;;;7;4,5;16;2;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;22;;;7;2,5;24;4;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;23;;;5,5;0,5;20;4;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;24;;;19,5;1;28;6;17;0;0;0;0;0;;1;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;25;;;21;2,5;15;5;16;0;1;0;0;0;;4;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;26;;;31,5;4;20;3;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;5;2018;09.08.2018;EE;27;;;32;6;10;2;7;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;1;;;19;19;14;3;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;in transplant plot
Lav;;1;6;2018;14.08.2018;EE;2;;;19;18;16;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;3;;;24;25;19;3;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;4;;;25,5;25;18;3;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;5;;;4,5;16,5;20;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;6;;;33;15;13;3;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;7;;;31,5;13,5;22;4;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;8;;;34;11;16;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;9;;;3;7;17;4;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;10;;;10;5,5;20;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;11;;;29;9;15;3;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;12;;;34;7;16;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;1;6;2018;14.08.2018;EE;13;;;33,5;1,5;18;5;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;1;;;4;20;18;7;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;2;;;4,5;19;13;5;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;3;;;32,5;13,5;12;3;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;4;;;0,5;9;14;3;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;5;;;1,5;6;10;4;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;6;;;21;10,5;30;6;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;1;2018;14.08.2018;EE/Lucely;7;;;1,5;4;11;3;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;2;2018;14.08.2018;EE;1;;;0;15;6;3;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;2;2018;14.08.2018;EE;2;;;2;9;30;4;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;2;2018;14.08.2018;EE;3;;;14;8;23;4;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;2;2018;14.08.2018;EE;4;;;15;8;30;6;21;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;2;2018;14.08.2018;EE;5;;;25;2;4;4;5;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;3;2018;14.08.2018;EE;1;;;6;21;21;5;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;3;2018;14.08.2018;EE;2;;;8;21,5;8;4;7;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;3;2018;14.08.2018;EE;3;;;9;24,5;8;5;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;3;2018;14.08.2018;EE;4;;;1;20;13;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;3;2018;14.08.2018;EE;5;;;2,5;17;23;8;19;1;0;0;0;0;;3;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;3;2018;14.08.2018;EE;6;;;21;13;11;3;6;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;3;2018;14.08.2018;EE;7;;;5,5;2;6;3;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;4;2018;14.08.2018;EE;1;;;5;17;15;4;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;2;;;4;15,5;13;5;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;3;;;30;15;18;4;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;4;;;2;11;8;3;3;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;4;2018;14.08.2018;EE;5;;;18,5;13;3;2;3;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;4;2018;14.08.2018;EE;6;;;18,5;12,5;14;8;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;7;;;19;13,5;11;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;8;;;21;13,5;17;3;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;9;;;22;13;19;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;10;;;21,5;11;22;7;14;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;11;;;20,5;10;19;5;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;12;;;23;7;15;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;13;;;23;6;17;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;14;;;25;2;16;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;15;;;21,5;14;15;8;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;4;2018;14.08.2018;EE;16;;;0;7;14;5;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;1;;;11;22;8;2;5;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;2;;;13;23;9;2;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;3;;;23;25;22;4;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;4;;;21;20,5;20;6;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;5;;;22,5;20;21;4;16;1;0;0;0;0;;1;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;6;;;24,5;20,5;29;4;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;7;;;26;21;24;4;17;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;8;;;34;19,5;15;3;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;9;;;13,5;14,5;15;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;10;;;13;14;19;2;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;11;;;14,5;10;20;6;15;0;0;0;0;0;;0;0;0;;;12;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;12;;;19;11;18;3;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;13;;;24,5;12;28;6;16;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;14;;;30,5;13,5;19;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;15;;;31;12;24;5;15;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;16;;;32;11;20;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;17;;;11;7;16;3;9;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;18;;;20;9,5;18;5;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;19;;;9,5;4,5;12;3;7;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;20;;;12;0,5;6;3;4;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;yes;no;
Lav;;2;5;2018;11.08.2018;EE;21;;;25;0;15;4;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;22;;;25;0,5;12;5;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;5;2018;11.08.2018;EE;23;;;29,5;0;18;4;13;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;1;;;13;24;9;2;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;2;;;14;25;12;4;12;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;3;;;12;12;19;5;15;0;1;0;0;0;;2;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;4;;;13;12;22;3;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;5;;;15;12;21;3;11;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;6;;;16;13,5;18;2;10;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
Lav;;2;6;2018;09.08.2018;EE;7;;;17,5;12;20;3;8;0;0;0;0;0;;0;0;0;;;0;0;0;;;;;0;;;no;no;
