Site	Species	Treat	Block	Plot	Year	Date	Registrator	IDS	MS	IDG	X	Y	SH	NL	NL_partitioned	LL	WL	NFL	NFL1	NFL2	NFL3	NFL4	NFL5	NB	NB1	NB2	NB3	NC	NC1	NC2	NAC	NFS	Length of aks	Length of aks (partitioned)	seedl	juvinale	comment
Gud	Suc_pra	Novel	6	4	2018	04.09.2018	SO	1			6,5	17,5		12	8+4	101	26	9														1					
Gud	Suc_pra	Novel	6	4	2018	04.09.2018	SO	2			8,5	7,0		22	16+6	105	26	8														1					
Gud	Hyp_mac	Novel	6	4	2018	04.09.2018	SO	1			18,5	28,0	355	70		25	12																				topp av skudd mangler
Gud	Hyp_mac	Novel	6	4	2018	04.09.2018	SO	2			18,0	27,5	356	66		25	14											10									topp av skudd mangler
Gud	Hyp_mac	Novel	6	4	2018	04.09.2018	SO	3			16,0	15,0	401	98		28	15																				
Gud	Hyp_mac	Novel	6	4	2018	04.09.2018	SO	4			17,0	7,5	186	20		17	10																				
Gud	Hyp_mac	Novel	6	4	2018	04.09.2018	SO	5			18,0	9,0	175	14		18	11																				
Låv	Car_pil	Novel	3	6	2018	11.09.2018	RG	1			28,0	17,5		2		157																2	20				2 flower stems
Låv	Car_pil	Novel	3	6	2018	11.09.2018	RG	2			27,5	8,5		1		161																	15				
Gud	Hyp_mac	Novel	7	1	2018	03.09.2018	RG	1			18,5	17,0	339	41		21	9																				grazed
Gud	Hyp_mac	Novel	7	1	2018	03.09.2018	RG	2			18,0	15,0	460	69		25	11											8			3						
Gud	Hyp_mac	Novel	7	1	2018	03.09.2018	RG	3			17,5	7,5	168	57		17	10																				
Gud	Suc_pra	Novel	7	1	2018	03.09.2018	RG	1			26,5	18,0		9		74	18																				
Gud	Suc_pra	Novel	7	1	2018	03.09.2018	RG	2			26,5	7,0		12		150	28																				
Gud	Hyp_mac	Novel	7	6	2018	03.09.2018	ELE	1			7,0	17,0	161	16		19	11																				grazed(top missing
Gud	Hyp_mac	Novel	7	6	2018	03.09.2018	ELE	2			6,5	16,5	115	22		19	10																				grazed/top missing
Gud	Hyp_mac	Novel	7	6	2018	03.09.2018	ELE	3			8,0	8,0	208	82		25	14																				
Gud	Suc_pra	Novel	7	6	2018	03.09.2018	ELE	1			17,0	18,0		9		85	22	3																			wilting flowerin, one missing
Gud	Suc_pra	Novel	7	6	2018	03.09.2018	ELE	2			16,0	16,5		8		110	23															2					2 flowering stems 2 flowers on one.
Gud	Suc_pra	Novel	7	6	2018	03.09.2018	ELE	3			18,0	8,0		23	13+10	105	23	11+9																			
Ulv	Hyp_mac	Novel	1	5	2018	13.09.2018	IA	1			16,5	17,0	481	126		31	15							3				11									
Ulv	Hyp_mac	Novel	1	5	2018	13.09.2018	IA	2			15,5	6,0	500	31		22	12							1				1									
Ulv	Suc_pra	Novel	1	5	2018	13.09.2018	IA	1			28,0	17,0		18		142	42	19						10	8	2											
Ulv	Suc_pra	Novel	1	5	2018	13.09.2018	IA	2			25,5	9,0		21	11+10	135	30	12						2	1	1											
Ulv	Suc_pra	Novel	1	5	2018	13.09.2018	IA	3			28,0	5,0		18	12+6	90	30	11						2	1	1											
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	1			27,0	17,0		6		97																					
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	2			28,0	16,0		3																							grazed (had two shoots)
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	3			27,0	15,0		2		97																	18				
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	6			25,5	6,5		5		75																					
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	7			27,5	7,0		4		72																					
Gud	Car_pil	Novel	2	2	2018	04.09.2018	RG	8			27,0	5,5		2		61																	6				
Ulv	Suc_pra	Novel	2	1	2018	13.09.2018		1			16,0	19,0		10		110	25																				
Ulv	Suc_pra	Novel	2	1	2018	13.09.2018		2			17,0	6,0		10		64	24																				
Ulv	Suc_pra	Novel	2	1	2018	13.09.2018		3			18,0	8,0		6		60	22																				
Ulv	Suc_pra	Novel	2	1	2018	13.09.2018		4			18,0	5,5		5		29	9																				
Ulv	Hyp_mac	Novel	2	1	2018	13.09.2018		1			28,0	17,5	468	68		33	80											10			8						
Ulv	Hyp_mac	Novel	2	1	2018	13.09.2018		2			28,5	8,0	525	94		30	80											7			30						broke off
Ulv	Suc_pra	Novel	2	5	2018	13.09.2018	IA	1			8,0	17,5		12	8+4	86	24	9																			longest leaf skewed
Ulv	Suc_pra	Novel	2	5	2018	13.09.2018	IA	2			9,0	6,5		19	14+5	98	23	19										11									grazed
Ulv	Hyp_mac	Novel	2	5	2018	13.09.2018	IA	1			27,5	17,5	546	72		30	13											15			2						
Ulv	Hyp_mac	Novel	2	5	2018	13.09.2018	IA	2			28,0	7,0	491	92		32	14											21			2						
Ulv	Hyp_mac	Novel	2	5	2018	13.09.2018	IA	3			26,5	4,5	515	182		36	14											22			9						
Ulv	Suc_pra	Novel	3	3	2018	13.09.2018	SO	1			6,5	17,0		16	10+6	113	31																				
Ulv	Suc_pra	Novel	3	3	2018	13.09.2018	SO	2			7,0	7,5		8		183	27	18										7				2					2 flowerstems diameter flower + capsule
Ulv	Suc_pra	Novel	3	3	2018	13.09.2018	SO	3			8,0	6,0		10	6+4	159	27																				
Gud	Car_pil	Novel	4	1	2018	03.09.2018	SO	1			17,5	18,0		6		115																					
Gud	Car_pil	Novel	4	1	2018	03.09.2018	SO	2			17,5	16,0		4		115																	22				
Gud	Car_pil	Novel	4	1	2018	03.09.2018	SO	3		1	17,0	8,0		4		141																					
Gud	Car_pil	Novel	4	1	2018	03.09.2018	SO	4		1	16,5	7,5		2		116																	11				
Gud	Car_pil	Novel	4	1	2018	03.09.2018	SO	5		1	16,0	6,5				21																					new shoots
Ulv	Hyp_mac	Novel	3	3	2018	13.09.2018	SO	1			27,5	17,5	571	114		34	28	10						2				16									
Ulv	Hyp_mac	Novel	3	3	2018	13.09.2018	SO	2			27,0	7,5	320	46		26	12	7										12									
Ulv	Hyp_mac	Novel	3	3	2018	13.09.2018	SO	3			28,0	6,5	155	50		29	13																				
Ulv	Suc_pra	Novel	4	3	2018	13.09.2018	IA	1			7,0	5,5		27	25+2	90	33	20						15	9	6											
Ulv	Suc_pra	Novel	4	3	2018	13.09.2018	IA	2			5,0	5,5		6		86	9							9	4	5											
Ulv	Suc_pra	Novel	4	3	2018	13.09.2018	IA	3			6,5	17,0		15	10+5	131	35	24																			
Ulv	Hyp_mac	Novel	4	3	2018	13.09.2018	IA	1			16,0	21,0	435	116		23	15											2			8						
Ulv	Hyp_mac	Novel	4	3	2018	13.09.2018	IA	2			19,5	9,5	445	116		26	14							1				3			9						
Ulv	Hyp_mac	Novel	4	3	2018	13.09.2018	IA	3			17,5	6,5	431	124		30	15							5				8									
Ulv	Hyp_mac	Novel	5	5	2018	13.09.2018	RG	1			7,0	18,0	475	145		23	13	1						1				6			22						
Ulv	Hyp_mac	Novel	5	5	2018	13.09.2018	RG	2			7,5	9,0	346	40		28	12											5			1						
Ulv	Hyp_mac	Novel	5	5	2018	13.09.2018	RG	3			8,0	8,0	268	36		24	12											1									
Ulv	Suc_pra	Novel	5	5	2018	13.09.2018	RG	2			16,5	19,0		10		102	22																				
Ulv	Suc_pra	Novel	5	5	2018	13.09.2018	RG	1			18,0	17,0		7		75	28																				longest leaf has lost tip (75 mm to the end)
Ulv	Suc_pra	Novel	5	5	2018	13.09.2018	RG	3			17,0	8,5		13		130	34																				
Ulv	Suc_pra	Novel	5	5	2018	13.09.2018	RG	4			17,5	18,5		10		127	37																				
Ulv	Suc_pra	Novel	6	3	2018	13.09.2018	SO	1			8,0	17,5		14	8+6	110	30	21																			
Ulv	Suc_pra	Novel	6	3	2018	13.09.2018	SO	2			7,5	6,5		15	7+4+4	138	44	51	17	17	17											2					2 blomsterstander, en med to blomster på.
Ulv	Hyp_mac	Novel	6	3	2018	13.09.2018	SO	1			28,5	18,0	455	82		30	17											16				3					
Ulv	Hyp_mac	Novel	6	3	2018	13.09.2018	SO	2			28,0	8,0	398	100		27	15											4				1					
Ulv	Hyp_mac	Novel	6	4	2018	13.09.2018	SO	1			7,0	18,0	286	40		21	10											2				1					
Ulv	Hyp_mac	Novel	6	4	2018	13.09.2018	SO	2			7,5	16,5	86	12		13	5																				
Ulv	Hyp_mac	Novel	6	4	2018	13.09.2018	SO	3			7,5	8,5	95	16		19	9																				
Ulv	Hyp_mac	Novel	6	4	2018	13.09.2018	SO	4			7,5	7,5	105	18		19	11																				
Ulv	Suc_pra	Novel	6	4	2018	13.09.2018	SO	1			17,5	16,0		12	8+4	105	34	15																			
Ulv	Suc_pra	Novel	6	4	2018	13.09.2018	SO	2			16,5	5,5		17	11+6	244	50											18									
Ulv	Hyp_mac	Novel	7	3	2018	12.09.2018	IA	1			8,0	19,0	362	62		23	13											12									
Ulv	Hyp_mac	Novel	7	3	2018	12.09.2018	IA	2			9,0	19,0	159	13		19	10																				
Ulv	Hyp_mac	Novel	7	3	2018	12.09.2018	IA	3			8,5	8,0	318	52		22	13											8									
Ulv	Suc_pra	Novel	7	3	2018	12.09.2018	IA	1			27,0	18,5		13		105	25																				
Ulv	Suc_pra	Novel	7	3	2018	12.09.2018	IA	2			26,5	16,5		10		105	45																				
Ulv	Hyp_mac	Novel	7	4	2018	12.09.2018	RG	1			17,5	17,0	135	19		21	10																				
Ulv	Hyp_mac	Novel	7	4	2018	12.09.2018	RG	2			17,0	8,0	219	42		23	9																				
Ulv	Suc_pra	Novel	7	4	2018	12.09.2018	RG	1			28,0	16,5		24	18+6	149	34	17						7								2					
Ulv	Suc_pra	Novel	7	4	2018	12.09.2018	RG	2			28,0	6,0		28	18+4+6													8				2					en blomsterstand med tre manglende blomster, den andre blomsterstanden med en manglende blomst og en i frukt.
Skj	Suc_pra	Novel	1	1	2018	02.09.2018	RG	1			7,0	17,0		13	9+4	91	26	12														1					
Skj	Suc_pra	Novel	1	1	2018	02.09.2018	RG	2			6,5	7,5		15	7+8	130	26	9						7	4	3						3					
Skj	Car_pal	Novel	1	1	2018	02.09.2018	RG	1			17,5	18,0		2		96																	14				
Skj	Car_pal	Novel	1	1	2018	02.09.2018	RG	2			17,5	7,0		7		112																	12				
Skj	Hyp_mac	Novel	1	1	2018	02.09.2018	RG	1			27,5	17,0	132	20		14	10																				
Skj	Hyp_mac	Novel	1	1	2018	02.09.2018	RG	2			28,0	9,0	240	28		20	17																				Grazed
Skj	Hyp_mac	Novel	1	1	2018	02.09.2018	RG	3			26,5	6,0	223	32		19	15																				Grazed
Skj	Suc_pra	Novel	1	5	2018	02.09.2018	RG	1			7,5	19,0		14	12+2	65	19	7														1					
Skj	Suc_pra	Novel	1	5	2018	02.09.2018	RG	2			8,0	7,5		15	11+4	118	30	61	12	12	13	14	10									1					1 flower stem, 5 flowers
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	1			15,5	19,5		3		11																					grazed
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	2			16,5	19,0		5		124																	18				
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	3			15,5	18,5		4		95																					
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	4			15,5	17,5		5																							grazed
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	5			16,5	17,0		4		119																	11				
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	6			15,5	10,0		4																							grazed
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	7			16,5	9,0		4		160																	8				
Skj	Car_pal	Novel	1	5	2018	02.09.2018	RG	8			18,0	9,0		6																							grazed
Skj	Hyp_mac	Novel	1	5	2018	02.09.2018	RG	1			26,0	18,5	228	100		23	11	2										7									grazed top, 4 branches
Skj	Hyp_mac	Novel	1	5	2018	02.09.2018	RG	2			27,0	18,0	125	33		10	6	2																			
Skj	Hyp_mac	Novel	1	5	2018	02.09.2018	RG	3			26,5	7,5	157	26		17	10	2										1									
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	1			7,0	17,0		2		93																	17				
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	2			8,0	17,0		3		94																	13				
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	3			7,5	16,0		5		42																					beitet på, ingen blomst
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	4			7,0	6,5		6		114																	30				
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	5			8,5	7,5		2		118																					aks vekke
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	6			8,0	6,0		3		14																					
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	7			9,5	5,0		4		90																	15				
Skj	Car_pal	Novel	2	2	2018	01.09.2018	SO	8			7,5	5,5		5		115																					beitet på
Skj	Hyp_mac	Novel	2	2	2018	01.09.2018	SO	1			15,5	19,0	104	26		15	10																				
Skj	Hyp_mac	Novel	2	2	2018	01.09.2018	SO	2			16,0	8,0	259	64		25	13	1						2													
Skj	Suc_pra	Novel	2	2	2018	01.09.2018	SO	1			26,0	16,5		6		67	25																				
Skj	Suc_pra	Novel	2	2	2018	01.09.2018	SO	2			28,0	16,5		9		64	22																				
Skj	Suc_pra	Novel	2	2	2018	01.09.2018	SO	3			29,0	6,0	333			63	13																				
Skj	Suc_pra	Novel	2	2	2018	01.09.2018	SO	4			27,0	16,0		6		63	13																				
Skj	Suc_pra	Novel	2	5	2018	01.09.2018	ELE	1			8,0	17,0		15		84	22																				
Skj	Suc_pra	Novel	2	5	2018	01.09.2018	ELE	2			8,0	8,0		13		130	24																				
Skj	Suc_pra	Novel	2	5	2018	01.09.2018	ELE	3			7,5	5,5		10		116	25																				
Skj	Hyp_mac	Novel	2	5	2018	01.09.2018	ELE	1			17,0	19,0	342	24		19	8											10									
Skj	Hyp_mac	Novel	2	5	2018	01.09.2018	ELE	2			17,0	18,0	331	24		16	9											5									
Skj	Hyp_mac	Novel	2	5	2018	01.09.2018	ELE	3			17,5	7,0	345	54		17	8											10									stem broken
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	1			26,0	19,0				135																	29				
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	2			28,0	19,5				21																					grazed
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	3			28,0	19,0				6																					new shoot
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	4			28,0	17,5				28																					grazed
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	5			27,0	17,0				20																					new shoot
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	6			28,0	8,0				11																					new shoot
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	7			27,0	6,0				110																	32				
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	8			27,5	7,0				10																					grazed
Skj	Car_pal	Novel	2	5	2018	01.09.2018	ELE	9			28,0	5,5				21																					grazed
Skj	Suc_pra	Novel	3	1	2018	01.09.2018	RG	1			6,0	18,0		39	10+29	155	34	6	1	1	1	3										4					4 flowr stems, (1+1+1+3 flowers on each stem) (Unsure wether this is just number of flowers and not diameter).
Skj	Suc_pra	Novel	3	1	2018	01.09.2018	RG	2			5,5	8,0		21	9+12	54	17	21	10	11												2					
Skj	Suc_pra	Novel	3	1	2018	01.09.2018	RG	3			7,0	8,0		16	10+6	104	27	10														1					
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	1			16,0	20,5		2		72																					grazed
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	2			16,5	19,5		?		18																					new shoot
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	3			16,0	19,0		?		18																					new shoot
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	4			17,0	18,5		?		20																					new shoot
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	5			17,0	18,0		?		25																					new shoot
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	6			18,0	18,0		1		125																	14				leaf on fs
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	7			17,0	17,0		3		35																					new shoot
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	8			17,5	17,5		?		25																					new shoot + grazed
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	9			17,5	8,5		2		130																	19				leaf on fs
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	10			15,5	8,5		4		180																					
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	11			15,0	7,0		3		123																	20				
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	13			16,0	7,0		4		96																					
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	14			17,5	6,0		4		105																					
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	15			18,5	6,0		3		124																	7				
Skj	Car_pal	Novel	3	1	2018	01.09.2018	RG	16			20,0	8,5		3		86																					
Skj	Hyp_mac	Novel	3	1	2018	01.09.2018	RG	1			28,0	17,5	340	4		10												10									wilted
Skj	Hyp_mac	Novel	3	1	2018	01.09.2018	RG	2			27,5	8,5	325	42		19	10											10									
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	1			8,0	18,0				137																	34				
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	2			6,0	19,0				11																					new shoot
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	3			7,0	19,0				12																					new shoot
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	4			9,0	18,0				18																					grazed
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	5			8,0	16,0				9																					new shoot
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	6			6,0	8,0				138																	40				
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	7			7,0	9,0				21																					grazed
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	8			8,0	8,0				19																					grazed
Skj	Car_pal	Novel	4	1	2018	01.09.2018	ELE	9			6,0	6,0				30																					grazed
Skj	Suc_pra	Novel	4	1	2018	01.09.2018	ELE	1			17,5	17,5		14	8+6	90	19	11																			
Skj	Suc_pra	Novel	4	1	2018	01.09.2018	ELE	2			17,0	7,0		16	12+4	128	27	13																			
Skj	Hyp_mac	Novel	4	1	2018	01.09.2018	ELE	1			29,0	19,0	232	58		13	7	3										1									3 flowers, 1 bud
Skj	Hyp_mac	Novel	4	1	2018	01.09.2018	ELE	2			28,0	8,0	205	68		15	9	5																			5 flowers
Skj	Hyp_mac	Novel	4	1	2018	01.09.2018	ELE	3			25,5	16,0	175	84		13	8																				
Skj	Suc_pra	Novel	5	3	2018	01.09.2018	RG	2			8,5	18,5	310	13	8+5	114	29											12				1					
Skj	Suc_pra	Novel	5	3	2018	01.09.2018	RG	1			6,5	9,5	425	14	9+5	113	27							14	11	3						2					
Skj	Hyp_mac	Novel	5	3	2018	01.09.2018	RG	1			17,5	17,5	260	66		16	6	1																			
Skj	Hyp_mac	Novel	5	3	2018	01.09.2018	RG	2			16,0	7,5	400	50		20	10											5			2						
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	1			26,0	18,5		1		170																					
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	2			28,0	19,0		4		144																1	31				
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	3			28,5	18,0		4		60																					
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	4			28,5	16,0		4		136																1	23				
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	5			27,0	17,0				22																		new shoot			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	6			26,5	16,0				28																		new shoot			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	7			25,5	8,5		2		89																1	22	avblomstret			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	8			27,5	9,0		5	4+1	82																1	8	avblomstret			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	9			28,0	7,0		5		30																		grazed tip of leaf			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	10			28,5	17,5		2		18																		new shoot			
Skj	Car_pal	Novel	5	3	2018	01.09.2018	RG	11			27,5	8,0		3		20																		new shoot			
Skj	Car_pal	Novel	5	5	2018	01.09.2018	SO	1			6,5	18,0		7	5+2	132																1	24				
Skj	Car_pal	Novel	5	5	2018	01.09.2018	SO	2		1	7,5	9,0		7	4+3	76																1	16				
Skj	Car_pal	Novel	5	5	2018	01.09.2018	SO	3		1	8,0	7,0		7		47																1					flowershoot dead
Skj	Hyp_mac	Novel	5	5	2018	01.09.2018	SO	1			16,0	18,5	38	18		5	3																				
Skj	Hyp_mac	Novel	5	5	2018	01.09.2018	SO	2			17,0	17,0	145	56		13	8															1					
Skj	Hyp_mac	Novel	5	5	2018	01.09.2018	SO	3			17,0	17,0	301	7		24	13	1										2									
Skj	Suc_pra	Novel	5	5	2018	01.09.2018	SO	1			26,5	17,5	284	11	9+2	94	25											8				1					
Skj	Suc_pra	Novel	5	5	2018	01.09.2018	SO	2			27,0	6,5	180	20	10+4+6	81	29											7				2					flower shoot 1: top missing
Skj	Suc_pra	Novel	6	3	2018	02.09.2018	RG	1			7,5	17,5		16	9+7	126	26	12																			
Skj	Suc_pra	Novel	6	3	2018	02.09.2018	RG	2			8,5	18,5		10		145	24																				
Skj	Suc_pra	Novel	6	3	2018	02.09.2018	RG	3			7,5	7,0		9	7+2	135	31											10									
Skj	Hyp_mac	Novel	6	3	2018	02.09.2018	RG	1			17,0	18,0	384	51		17	9											12									
Skj	Hyp_mac	Novel	6	3	2018	02.09.2018	RG	2			18,0	17,0	405	70		20	10											10			3						
Skj	Hyp_mac	Novel	6	3	2018	02.09.2018	RG	3			17,5	8,0	160	54		21	12							1													
Skj	Car_pal	Novel	6	3	2018	02.09.2018	RG	1			26,0	16,5		1		126																	17				flowers/capsuls all gone
Skj	Car_pal	Novel	6	3	2018	02.09.2018	RG	2			26,5	9,0		2		95																					
Skj	Car_pal	Novel	6	3	2018	02.09.2018	RG	3			27,0	8,5		6		171																					
Skj	Car_pal	Novel	6	3	2018	02.09.2018	RG	4			26,5	7,0				30																					new shoot
Skj	Car_pal	Novel	6	3	2018	02.09.2018	RG	5			28,5	7,0		2		140																	20				
Skj	Suc_pra	Novel	7	2	2018	02.09.2018	ELE	1			7,0	17,5		9		75	24																				
Skj	Suc_pra	Novel	7	2	2018	02.09.2018	ELE	2			7,0	8,0		18	11+7	96	29	9																			
Skj	Car_pal	Novel	7	2	2018	02.09.2018	ELE	1			17,0	17,5		2		175																					
Skj	Car_pal	Novel	7	2	2018	02.09.2018	ELE	2			18,0	7,5		6		113																	50				
Skj	Hyp_mac	Novel	7	2	2018	02.09.2018	ELE	1			28,0	18,0	48	42		21	14																				
Skj	Hyp_mac	Novel	7	2	2018	02.09.2018	ELE	2			24,0	7,0	262	86		26	15	3						1													
Skj	Hyp_mac	Novel	7	2	2018	02.09.2018	ELE	3			24,0	6,0	91	18		16	10																				
