ID;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;dead_date;Wet_mass_g_root;Wet_mass_g_rest;Comment;Wet_mass_g_True leaf;Total wet mass
SP_LAV_6_5_7;SP;LAV;6;5;7;18.02.2020;26.02.2020;;04.03.2020;;;;;;;
SP_LAV_5_7_20;SP;LAV;5;7;20;18.02.2020;04.03.2020;;05.03.2020;17.03.2020;;;;;;
SP_LAV_6_9_6;SP;LAV;6;9;6;18.02.2020;26.02.2020;;29.02.2020;09.03.2020;;0.00107;0.00115;;0.00027;
SP_LAV_5_8_2;SP;LAV;5;8;2;18.02.2020;;;;;;;;;;
SP_LAV_5_8_3;SP;LAV;5;8;3;18.02.2020;11.03.2020;;17.03.2020;23.03.2020;;;;;;
SP_LAV_6_9_17;SP;LAV;6;9;17;18.02.2020;26.02.2020;;29.02.2020;;;;;;;
SP_ULV_5_9_3;SP;ULV;5;9;3;18.02.2020;26.02.2020;;04.03.2020;11.03.2020;;0,00114;0,0013;;0,0004;
SP_LAV_5_8_6;SP;LAV;5;8;6;18.02.2020;;;;;;;;;;
SP_LAV_5_8_7;SP;LAV;5;8;7;18.02.2020;17.03.2020;;17.03.2020;;;;;;;
SP_LAV_5_8_8;SP;LAV;5;8;8;18.02.2020;;;;;;;;;;
SP_SKJ_1_9_15;SP;SKJ;1;9;15;17.02.2020;27.02.2020;;06.03.2020;11.03.2020;;0,0017;0,00286;;0,00121;
SP_LAV_1_1_15;SP;LAV;1;1;15;17.02.2020;27.02.2020;;04.03.2020;11.03.2020;;0,000126;0,00165;;0,00036;
SP_LAV_5_8_11;SP;LAV;5;8;11;18.02.2020;;;;;;;;;;
SP_LAV_5_8_12;SP;LAV;5;8;12;18.02.2020;;;;;;;;;;
SP_LAV_5_8_13;SP;LAV;5;8;13;18.02.2020;;;;;;;;;;
SP_LAV_5_8_14;SP;LAV;5;8;14;18.02.2020;;;;;;;;;;
SP_LAV_5_8_15;SP;LAV;5;8;15;18.02.2020;;;;;;;;;;
SP_LAV_1_2_15;SP;LAV;1;2;15;17.02.2020;27.02.2020;;29.02.2020;17.03.2020;;;;;;
SP_LAV_1_4_16;SP;LAV;1;4;16;17.02.2020;27.02.2020;;02.03.2020;17.03.2020;;;;;;
SP_LAV_2_1_12;SP;LAV;2;1;12;17.02.2020;27.02.2020;;04.03.2020;17.03.2020;;;;;;
SP_LAV_2_5_3;SP;LAV;2;5;3;17.02.2020;27.02.2020;;02.02.2020;11.03.2020;;0,00068;0,00142;;0,00037;
SP_LAV_5_8_20;SP;LAV;5;8;20;18.02.2020;;;;;;;;;;
SP_LAV_5_9_1;SP;LAV;5;9;1;18.02.2020;;;;;;;;;;
SP_LAV_5_9_2;SP;LAV;5;9;2;18.02.2020;;;;;;;;;;
SP_LAV_5_9_3;SP;LAV;5;9;3;18.02.2020;;;;;;;;;;
SP_LAV_5_9_4;SP;LAV;5;9;4;18.02.2020;;;;;;;;;;
SP_LAV_5_9_5;SP;LAV;5;9;5;18.02.2020;;;;;;;;;;
SP_LAV_5_9_6;SP;LAV;5;9;6;18.02.2020;;;;;;;;;;
SP_LAV_5_9_7;SP;LAV;5;9;7;18.02.2020;;;;;;;;;;
SP_LAV_5_9_8;SP;LAV;5;9;8;18.02.2020;17.03.2020;;17.03.2020;;;;;;;
SP_LAV_2_6_20;SP;LAV;2;6;20;17.02.2020;27.02.2020;;27.02.2020;17.03.2020;;;;;;
SP_LAV_2_9_17;SP;LAV;2;9;17;17.02.2020;27.02.2020;;29.02.2020;09.03.2020;;0,00048;0,00161;;0,0004;
SP_LAV_5_9_11;SP;LAV;5;9;11;18.02.2020;;;;;;;;;;
SP_LAV_5_9_12;SP;LAV;5;9;12;18.02.2020;;;;;;;;;;
SP_LAV_3_2_4;SP;LAV;3;2;4;17.02.2020;27.02.2020;;11.03.2020;17.03.2020;;;;;;
SP_LAV_5_9_14;SP;LAV;5;9;14;18.02.2020;;;;;;;;;;
SP_LAV_5_9_15;SP;LAV;5;9;15;18.02.2020;;;;;;;;;;
SP_LAV_5_9_16;SP;LAV;5;9;16;18.02.2020;;;;;;;;;;
SP_LAV_3_5_12;SP;LAV;3;5;12;17.02.2020;27.02.2020;;11.03.2020;17.03.2020;;;;;;
SP_LAV_5_9_18;SP;LAV;5;9;18;18.02.2020;;;;;;;;;;
SP_LAV_3_7_20;SP;LAV;3;7;20;17.02.2020;27.02.2020;;02.02.2020;11.03.2020;;0,00062;0,00098;;0,00018;
SP_LAV_3_9_15;SP;LAV;3;9;15;17.02.2020;27.02.2020;Must have germinated before this, but was not registered;27.02.2020;09.03.2020;;0,0008;0,00112;;0,0003;
SP_LAV_6_1_1;SP;LAV;6;1;1;18.02.2020;;;;;;;;;;
SP_LAV_6_1_2;SP;LAV;6;1;2;18.02.2020;;;;;;;;;;
SP_LAV_6_1_3;SP;LAV;6;1;3;18.02.2020;;;;;;;;;;
SP_LAV_6_1_4;SP;LAV;6;1;4;18.02.2020;;;;;;;;;;
SP_LAV_6_1_5;SP;LAV;6;1;5;18.02.2020;;;;;;;;;;
SP_LAV_6_1_6;SP;LAV;6;1;6;18.02.2020;23.03.2020;;26.03.2020;;;;;;;
SP_LAV_6_1_7;SP;LAV;6;1;7;18.02.2020;;;;;;;;;;
SP_LAV_6_1_8;SP;LAV;6;1;8;18.02.2020;;;;;;;;;;
SP_LAV_6_1_9;SP;LAV;6;1;9;18.02.2020;;;;;;;;;;
SP_LAV_6_1_10;SP;LAV;6;1;10;18.02.2020;;;;;;;;;;
SP_LAV_4_6_6;SP;LAV;4;6;6;18.02.2020;27.02.2020;;05.03.2020;11.03.2020;;0,00086;0,00113;;0,00039;
SP_LAV_6_1_12;SP;LAV;6;1;12;18.02.2020;;;;;;;;;;
SP_LAV_6_1_13;SP;LAV;6;1;13;18.02.2020;;;;;;;;;;
SP_LAV_6_1_14;SP;LAV;6;1;14;18.02.2020;;;;;;;;;;
SP_LAV_6_1_15;SP;LAV;6;1;15;18.02.2020;;;;;;;;;;
SP_LAV_6_1_16;SP;LAV;6;1;16;18.02.2020;;;;;;;;;;
SP_LAV_6_1_17;SP;LAV;6;1;17;18.02.2020;;;;;;;;;;
SP_LAV_6_1_18;SP;LAV;6;1;18;18.02.2020;09.03.2020;Germination and cotelydons over the weekend;09.03.2020;;;;;;;
SP_LAV_6_1_19;SP;LAV;6;1;19;18.02.2020;;;;;;;;;;
SP_LAV_6_1_20;SP;LAV;6;1;20;18.02.2020;09.03.2020;Germination and cotelydons over the weekend;09.03.2020;;;;;;;
SP_LAV_6_2_1;SP;LAV;6;2;1;18.02.2020;;;;;;;;;;
SP_LAV_6_2_2;SP;LAV;6;2;2;18.02.2020;;;;;;;;;;
SP_LAV_6_2_3;SP;LAV;6;2;3;18.02.2020;;;;;;;;;;
SP_LAV_4_7_15;SP;LAV;4;7;15;18.02.2020;27.02.2020;;02.03.2020;11.03.2020;;0,00079;0,00118;;0,00042;
SP_LAV_6_2_5;SP;LAV;6;2;5;18.02.2020;;;;;;;;;;
SP_LAV_6_2_6;SP;LAV;6;2;6;18.02.2020;;;;;;;;;;
SP_LAV_6_2_7;SP;LAV;6;2;7;18.02.2020;;;;;;;;;;
SP_LAV_6_2_8;SP;LAV;6;2;8;18.02.2020;;;;;;;;;;
SP_LAV_6_2_9;SP;LAV;6;2;9;18.02.2020;;;;;;;;;;
SP_LAV_6_2_10;SP;LAV;6;2;10;18.02.2020;;;;;;;;;;
SP_LAV_6_2_11;SP;LAV;6;2;11;18.02.2020;;;;;;;;;;
SP_LAV_6_2_12;SP;LAV;6;2;12;18.02.2020;;;;;;;;;;
SP_LAV_6_2_13;SP;LAV;6;2;13;18.02.2020;;;;;;;;;;
SP_LAV_6_2_14;SP;LAV;6;2;14;18.02.2020;;;;;;;;;;
SP_LAV_6_2_15;SP;LAV;6;2;15;18.02.2020;;;;;;;;;;
SP_LAV_6_2_16;SP;LAV;6;2;16;18.02.2020;;;;;;;;;;
SP_LAV_6_2_17;SP;LAV;6;2;17;18.02.2020;;;;;;;;;;
SP_LAV_6_2_18;SP;LAV;6;2;18;18.02.2020;;;;;;;;;;
SP_LAV_6_2_19;SP;LAV;6;2;19;18.02.2020;;;;;;;;;;
SP_LAV_6_2_20;SP;LAV;6;2;20;18.02.2020;;;;;;;;;;
SP_LAV_6_3_1;SP;LAV;6;3;1;18.02.2020;;;;;;;;;;
SP_LAV_6_3_2;SP;LAV;6;3;2;18.02.2020;;;;;;;;;;
SP_LAV_6_3_3;SP;LAV;6;3;3;18.02.2020;;;;;;;;;;
SP_LAV_4_8_11;SP;LAV;4;8;11;18.02.2020;27.02.2020;Exactly 1 mm long root (small);04.03.2020;11.03.2020;;0,00058;0,00115;;0,00032;
SP_LAV_6_3_5;SP;LAV;6;3;5;18.02.2020;;;;;;;;;;
SP_LAV_6_3_6;SP;LAV;6;3;6;18.02.2020;;;;;;;;;;
SP_LAV_6_3_7;SP;LAV;6;3;7;18.02.2020;;;;;;;;;;
SP_LAV_6_3_8;SP;LAV;6;3;8;18.02.2020;;;;;;;;;;
SP_LAV_6_3_9;SP;LAV;6;3;9;18.02.2020;;;;;;;;;;
SP_LAV_6_3_10;SP;LAV;6;3;10;18.02.2020;;;;;;;;;;
SP_LAV_6_3_11;SP;LAV;6;3;11;18.02.2020;;;;;;;;;;
SP_LAV_6_3_12;SP;LAV;6;3;12;18.02.2020;;;;;;;;;;
SP_LAV_6_3_13;SP;LAV;6;3;13;18.02.2020;;;;;;;;;;
SP_LAV_6_3_14;SP;LAV;6;3;14;18.02.2020;;;;;;;;;;
SP_LAV_6_3_15;SP;LAV;6;3;15;18.02.2020;;;;;;;;;;
SP_LAV_6_3_16;SP;LAV;6;3;16;18.02.2020;;;;;;;;;;
SP_LAV_6_3_17;SP;LAV;6;3;17;18.02.2020;;;;;;;;;;
SP_LAV_6_3_18;SP;LAV;6;3;18;18.02.2020;;;;;;;;;;
SP_LAV_6_3_19;SP;LAV;6;3;19;18.02.2020;;;;;;;;;;
SP_LAV_5_2_10;SP;LAV;5;2;10;18.02.2020;27.02.2020;;04.03.2020;11.03.2020;;0,00106;0,00129;;0,00035;
SP_LAV_6_4_1;SP;LAV;6;4;1;18.02.2020;06.03.2020;;06.03.2020;30.03.2020;;;;;;
SP_LAV_6_4_2;SP;LAV;6;4;2;18.02.2020;;;;;;;;;;
SP_LAV_6_4_3;SP;LAV;6;4;3;18.02.2020;;;;;;;;;;
SP_LAV_6_4_4;SP;LAV;6;4;4;18.02.2020;17.03.2020;;23.03.2020;;;;;;;
SP_LAV_6_4_5;SP;LAV;6;4;5;18.02.2020;;;;;;;;;;
SP_LAV_6_4_6;SP;LAV;6;4;6;18.02.2020;;;26.03.2020;;;;;;;
SP_LAV_6_4_7;SP;LAV;6;4;7;18.02.2020;;;;;;;;;;
SP_LAV_6_4_8;SP;LAV;6;4;8;18.02.2020;23.03.2020;;23.03.2020;;;;;;;
SP_LAV_6_4_9;SP;LAV;6;4;9;18.02.2020;;;;;;;;;;
SP_LAV_6_4_10;SP;LAV;6;4;10;18.02.2020;;;;;;;;;;
SP_LAV_6_4_11;SP;LAV;6;4;11;18.02.2020;;;;;;;;;;
SP_LAV_6_4_12;SP;LAV;6;4;12;18.02.2020;;;;;;;;;;
SP_LAV_6_4_13;SP;LAV;6;4;13;18.02.2020;;;;;;;;;;
SP_LAV_5_6_9;SP;LAV;5;6;9;18.02.2020;27.02.2020;;02.03.2020;17.03.2020;;;;;;
SP_LAV_5_8_5;SP;LAV;5;8;5;18.02.2020;27.02.2020;;04.03.2020;17.03.2020;;;;;;
SP_LAV_6_4_16;SP;LAV;6;4;16;18.02.2020;;;;;;;;;;
SP_LAV_6_4_17;SP;LAV;6;4;17;18.02.2020;30.03.2020;;;;;;;;;
SP_LAV_6_4_18;SP;LAV;6;4;18;18.02.2020;;;;;;;;;;
SP_LAV_6_4_19;SP;LAV;6;4;19;18.02.2020;;;;;;;;;;
SP_LAV_6_4_20;SP;LAV;6;4;20;18.02.2020;;;;;;;;;;
SP_LAV_6_5_1;SP;LAV;6;5;1;18.02.2020;17.03.2020;;17.03.2020;;;;;;;
SP_LAV_6_5_2;SP;LAV;6;5;2;18.02.2020;09.03.2020;;17.03.2020;;;;;;;
SP_LAV_6_5_3;SP;LAV;6;5;3;18.02.2020;;;;;;;;;;
SP_LAV_5_9_19;SP;LAV;5;9;19;18.02.2020;27.02.2020;;02.02.2020;17.03.2020;;;;;;
SP_LAV_6_5_5;SP;LAV;6;5;5;18.02.2020;;;;;;;;;;
SP_LAV_6_5_6;SP;LAV;6;5;6;18.02.2020;;;;;;;;;;
SP_LAV_6_4_15;SP;LAV;6;4;15;18.02.2020;27.02.2020;;02.03.2020;;;;;;;
SP_LAV_6_5_8;SP;LAV;6;5;8;18.02.2020;27.02.2020;;04.03.2020;;;;;;;
SP_LAV_6_5_9;SP;LAV;6;5;9;18.02.2020;;;;;;;;;;
SP_LAV_6_5_10;SP;LAV;6;5;10;18.02.2020;;;;;;;;;;
SP_LAV_6_5_11;SP;LAV;6;5;11;18.02.2020;;;;;;;;;;
SP_LAV_6_5_12;SP;LAV;6;5;12;18.02.2020;;;;;;;;;;
SP_LAV_6_5_13;SP;LAV;6;5;13;18.02.2020;;;;;;;;;;
SP_LAV_6_5_14;SP;LAV;6;5;14;18.02.2020;;;;;;;;;;
SP_LAV_6_5_15;SP;LAV;6;5;15;18.02.2020;;;;;;;;;;
SP_LAV_6_5_16;SP;LAV;6;5;16;18.02.2020;;;;;;;;;;
SP_LAV_6_5_17;SP;LAV;6;5;17;18.02.2020;;;;;;;;;;
SP_LAV_6_5_18;SP;LAV;6;5;18;18.02.2020;;;;;;;;;;
SP_LAV_6_5_19;SP;LAV;6;5;19;18.02.2020;;;;;;;;;;
SP_LAV_6_5_20;SP;LAV;6;5;20;18.02.2020;;;;;;;;;;
SP_LAV_6_6_1;SP;LAV;6;6;1;18.02.2020;;;;;;;;;;
SP_LAV_6_6_2;SP;LAV;6;6;2;18.02.2020;;;;;;;;;;
SP_LAV_6_6_3;SP;LAV;6;6;3;18.02.2020;;;;;;;;;;
SP_LAV_6_6_4;SP;LAV;6;6;4;18.02.2020;;;;;;;;;;
SP_LAV_6_6_5;SP;LAV;6;6;5;18.02.2020;;;;;;;;;;
SP_LAV_6_9_3;SP;LAV;6;9;3;18.02.2020;27.02.2020;;06.03.2020;17.03.2020;;;;;;
SP_LAV_6_6_7;SP;LAV;6;6;7;18.02.2020;;;;;;;;;;
SP_LAV_6_6_8;SP;LAV;6;6;8;18.02.2020;;;;;;;;;;
SP_LAV_6_6_9;SP;LAV;6;6;9;18.02.2020;;;;;;;;;;
SP_LAV_6_6_10;SP;LAV;6;6;10;18.02.2020;;;;;;;;;;
SP_LAV_6_6_11;SP;LAV;6;6;11;18.02.2020;;;;;;;;;;
SP_LAV_6_6_12;SP;LAV;6;6;12;18.02.2020;09.03.2020;;17.03.2020;;;;;;;
SP_LAV_6_6_13;SP;LAV;6;6;13;18.02.2020;11.03.2020;;17.03.2020;;;;;;;
SP_LAV_6_6_14;SP;LAV;6;6;14;18.02.2020;;;;;;;;;;
SP_LAV_6_6_15;SP;LAV;6;6;15;18.02.2020;;;;;;;;;;
SP_LAV_6_6_16;SP;LAV;6;6;16;18.02.2020;;;;;;;;;;
SP_LAV_6_6_17;SP;LAV;6;6;17;18.02.2020;;;;;;;;;;
SP_ULV_2_5_8;SP;ULV;2;5;8;17.02.2020;27.02.2020;;04.03.2020;23.03.2020;;;;;;
SP_LAV_6_6_19;SP;LAV;6;6;19;18.02.2020;;;;;;;;;;
SP_LAV_6_6_20;SP;LAV;6;6;20;18.02.2020;;;;;;;;;;
SP_LAV_6_7_1;SP;LAV;6;7;1;18.02.2020;;;;;;;;;;
SP_LAV_6_7_2;SP;LAV;6;7;2;18.02.2020;;;;;;;;;;
SP_LAV_6_7_3;SP;LAV;6;7;3;18.02.2020;;;;;;;;;;
SP_LAV_6_7_4;SP;LAV;6;7;4;18.02.2020;;;;;;;;;;
SP_LAV_6_7_5;SP;LAV;6;7;5;18.02.2020;;;;;;;;;;
SP_LAV_6_7_6;SP;LAV;6;7;6;18.02.2020;;;;;;;;;;
SP_LAV_6_7_7;SP;LAV;6;7;7;18.02.2020;;;;;;;;;;
SP_LAV_6_7_8;SP;LAV;6;7;8;18.02.2020;;;;;;;;;;
SP_LAV_6_7_9;SP;LAV;6;7;9;18.02.2020;26.03.2020;;30.03.2020;;;;;;;
SP_LAV_6_7_10;SP;LAV;6;7;10;18.02.2020;;;;;;;;;;
SP_LAV_6_7_11;SP;LAV;6;7;11;18.02.2020;;;;;;;;;;
SP_LAV_6_7_12;SP;LAV;6;7;12;18.02.2020;;;;;;;;;;
SP_LAV_6_7_13;SP;LAV;6;7;13;18.02.2020;;;;;;;;;;
SP_LAV_6_7_14;SP;LAV;6;7;14;18.02.2020;;;;;;;;;;
SP_LAV_6_7_15;SP;LAV;6;7;15;18.02.2020;;;;;;;;;;
SP_LAV_6_7_16;SP;LAV;6;7;16;18.02.2020;;;;;;;;;;
SP_LAV_6_7_17;SP;LAV;6;7;17;18.02.2020;23.03.2020;;26.03.2020;;;;;;;
SP_LAV_6_7_18;SP;LAV;6;7;18;18.02.2020;;;;;;;;;;
SP_LAV_6_7_19;SP;LAV;6;7;19;18.02.2020;;;;;;;;;;
SP_LAV_6_7_20;SP;LAV;6;7;20;18.02.2020;;;;;;;;;;
SP_LAV_6_8_1;SP;LAV;6;8;1;18.02.2020;;;;;;;;;;
SP_LAV_6_8_2;SP;LAV;6;8;2;18.02.2020;;;;;;;;;;
SP_LAV_6_8_3;SP;LAV;6;8;3;18.02.2020;;;;;;;;;;
SP_LAV_6_8_4;SP;LAV;6;8;4;18.02.2020;04.03.2020;;09.03.2020;;;;;;;
SP_LAV_6_8_5;SP;LAV;6;8;5;18.02.2020;;;;;;;;;;
SP_LAV_6_8_6;SP;LAV;6;8;6;18.02.2020;;;;;;;;;;
SP_LAV_6_8_7;SP;LAV;6;8;7;18.02.2020;17.03.2020;;17.03.2020;;;;;;;
SP_LAV_6_8_8;SP;LAV;6;8;8;18.02.2020;;;;;;;;;;
SP_LAV_6_8_9;SP;LAV;6;8;9;18.02.2020;02.03.2020;;04.03.2020;30.03.2020;;;;;;
SP_LAV_6_8_10;SP;LAV;6;8;10;18.02.2020;;;;;;;;;;
SP_LAV_6_8_11;SP;LAV;6;8;11;18.02.2020;02.03.2020;;09.03.2020;;;;;;;
SP_LAV_6_8_12;SP;LAV;6;8;12;18.02.2020;;;;;;;;;;
SP_LAV_6_8_13;SP;LAV;6;8;13;18.02.2020;;;;;;;;;;
SP_GUD_2_2_11;SP;GUD;2;2;11;17.02.2020;28.02.2020;;02.03.2020;17.03.2020;;;;;;
SP_LAV_6_8_15;SP;LAV;6;8;15;18.02.2020;;;;;;;;;;
SP_LAV_6_8_16;SP;LAV;6;8;16;18.02.2020;;;;;;;;;;
SP_LAV_6_8_17;SP;LAV;6;8;17;18.02.2020;;;;;;;;;;
SP_LAV_6_8_18;SP;LAV;6;8;18;18.02.2020;02.03.2020;;04.03.2020;;;;;;;
SP_LAV_1_8_19;SP;LAV;1;8;19;17.02.2020;28.02.2020;;;;;;;;;
SP_LAV_6_8_20;SP;LAV;6;8;20;18.02.2020;02.03.2020;;09.03.2020;30.03.2020;;;;;;
SP_LAV_6_9_1;SP;LAV;6;9;1;18.02.2020;;;;;;;;;;
SP_LAV_6_9_2;SP;LAV;6;9;2;18.02.2020;11.03.2020;;23.03.2020;;;;;;;
SP_LAV_2_5_11;SP;LAV;2;5;11;17.02.2020;28.02.2020;;02.02.2020;17.03.2020;;;;;;
SP_LAV_6_9_4;SP;LAV;6;9;4;18.02.2020;;;;;;;;;;
SP_LAV_6_9_5;SP;LAV;6;9;5;18.02.2020;;;;;;;;;;
SP_LAV_2_8_3;SP;LAV;2;8;3;17.02.2020;28.02.2020;;;;;;;;;
SP_LAV_6_9_7;SP;LAV;6;9;7;18.02.2020;;;;;;;;;;
SP_LAV_6_9_8;SP;LAV;6;9;8;18.02.2020;09.03.2020;;11.03.2020;;;;;;;
SP_LAV_6_9_9;SP;LAV;6;9;9;18.02.2020;;;;;;;;;;
SP_LAV_6_9_10;SP;LAV;6;9;10;18.02.2020;;;;;;;;;;
SP_LAV_6_9_11;SP;LAV;6;9;11;18.02.2020;;;;;;;;;;
SP_LAV_6_9_12;SP;LAV;6;9;12;18.02.2020;;;;;;;;;;
SP_LAV_6_9_13;SP;LAV;6;9;13;18.02.2020;;;;;;;;;;
SP_LAV_2_9_11;SP;LAV;2;9;11;17.02.2020;28.02.2020;;02.03.2020;17.03.2020;;;;;;
SP_LAV_6_9_15;SP;LAV;6;9;15;18.02.2020;04.03.2020;;06.03.2020;;;;;;;
SP_LAV_3_3_20;SP;LAV;3;3;20;17.02.2020;28.02.2020;;29.02.2020;09.03.2020;;0,0005;0,0008;;0,00019;
SP_LAV_4_1_7;SP;LAV;4;1;7;18.02.2020;28.02.2020;;02.03.2020;11.03.2020;;0,00088;0,00105;;0,00019;
SP_LAV_6_9_18;SP;LAV;6;9;18;18.02.2020;;;;;;;;;;
SP_LAV_4_2_5;SP;LAV;4;2;5;18.02.2020;28.02.2020;;02.03.2020;11.03.2020;;0,00103;0,0012;;0,00022;
SP_LAV_6_9_20;SP;LAV;6;9;20;18.02.2020;;;;;;;;;;
SP_LAV_7_1_1;SP;LAV;7;1;1;18.02.2020;26.03.2020;;;;;;;;;
SP_LAV_7_1_2;SP;LAV;7;1;2;18.02.2020;;;;;;;;;;
SP_LAV_7_1_3;SP;LAV;7;1;3;18.02.2020;;;;;;;;;;
SP_LAV_7_1_4;SP;LAV;7;1;4;18.02.2020;;;;;;;;;;
SP_LAV_7_1_5;SP;LAV;7;1;5;18.02.2020;;;;;;;;;;
SP_LAV_7_1_6;SP;LAV;7;1;6;18.02.2020;;;;;;;;;;
SP_LAV_7_1_7;SP;LAV;7;1;7;18.02.2020;;;;;;;;;;
SP_LAV_7_1_8;SP;LAV;7;1;8;18.02.2020;;;;;;;;;;
SP_LAV_7_1_9;SP;LAV;7;1;9;18.02.2020;;;;;;;;;;
SP_LAV_7_1_10;SP;LAV;7;1;10;18.02.2020;;;;;;;;;;
SP_LAV_7_1_11;SP;LAV;7;1;11;18.02.2020;;;;;;;;;;
SP_LAV_7_1_12;SP;LAV;7;1;12;18.02.2020;;;;;;;;;;
SP_LAV_7_1_13;SP;LAV;7;1;13;18.02.2020;;;;;;;;;;
SP_LAV_7_1_14;SP;LAV;7;1;14;18.02.2020;;;;;;;;;;
SP_LAV_7_1_15;SP;LAV;7;1;15;18.02.2020;;;;;;;;;;
SP_LAV_7_1_16;SP;LAV;7;1;16;18.02.2020;;;;;;;;;;
SP_LAV_7_1_17;SP;LAV;7;1;17;18.02.2020;;;;;;;;;;
SP_LAV_7_1_18;SP;LAV;7;1;18;18.02.2020;30.03.2020;;;;;;;;;
SP_LAV_7_1_19;SP;LAV;7;1;19;18.02.2020;;;;;;;;;;
SP_LAV_7_1_20;SP;LAV;7;1;20;18.02.2020;;;;;;;;;;
SP_LAV_7_2_1;SP;LAV;7;2;1;18.02.2020;;;;;;;;;;
SP_LAV_4_2_13;SP;LAV;4;2;13;18.02.2020;28.02.2020;;02.03.2020;11.03.2020;;0,00154;0,00106;;0,00022;
SP_LAV_7_2_3;SP;LAV;7;2;3;18.02.2020;;;;;;;;;;
SP_LAV_7_2_4;SP;LAV;7;2;4;18.02.2020;26.03.2020;;;;;;;;;
SP_LAV_7_2_5;SP;LAV;7;2;5;18.02.2020;;;;;;;;;;
SP_LAV_7_2_6;SP;LAV;7;2;6;18.02.2020;;;;;;;;;;
SP_LAV_7_2_7;SP;LAV;7;2;7;18.02.2020;;;;;;;;;;
SP_LAV_7_2_8;SP;LAV;7;2;8;18.02.2020;;;;;;;;;;
SP_LAV_7_2_9;SP;LAV;7;2;9;18.02.2020;;;;;;;;;;
SP_LAV_7_2_10;SP;LAV;7;2;10;18.02.2020;;;;;;;;;;
SP_LAV_7_2_11;SP;LAV;7;2;11;18.02.2020;;;;;;;;;;
SP_LAV_7_2_12;SP;LAV;7;2;12;18.02.2020;;;;;;;;;;
SP_LAV_7_2_13;SP;LAV;7;2;13;18.02.2020;;;;;;;;;;
SP_LAV_7_2_14;SP;LAV;7;2;14;18.02.2020;;;;;;;;;;
SP_LAV_7_2_15;SP;LAV;7;2;15;18.02.2020;;;;;;;;;;
SP_LAV_7_2_16;SP;LAV;7;2;16;18.02.2020;;;;;;;;;;
SP_LAV_7_2_17;SP;LAV;7;2;17;18.02.2020;;;;;;;;;;
SP_LAV_7_2_18;SP;LAV;7;2;18;18.02.2020;;;;;;;;;;
SP_LAV_7_2_19;SP;LAV;7;2;19;18.02.2020;;;;;;;;;;
SP_LAV_7_2_20;SP;LAV;7;2;20;18.02.2020;;;;;;;;;;
SP_LAV_7_3_1;SP;LAV;7;3;1;18.02.2020;;;;;;;;;;
SP_LAV_7_3_2;SP;LAV;7;3;2;18.02.2020;;;;;;;;;;
SP_LAV_7_3_3;SP;LAV;7;3;3;18.02.2020;;;;;;;;;;
SP_LAV_7_3_4;SP;LAV;7;3;4;18.02.2020;;;;;;;;;;
SP_LAV_7_3_5;SP;LAV;7;3;5;18.02.2020;;;;;;;;;;
SP_LAV_7_3_6;SP;LAV;7;3;6;18.02.2020;;;;;;;;;;
SP_LAV_7_3_7;SP;LAV;7;3;7;18.02.2020;;;;;;;;;;
SP_LAV_7_3_8;SP;LAV;7;3;8;18.02.2020;;;;;;;;;;
SP_LAV_7_3_9;SP;LAV;7;3;9;18.02.2020;;;;;;;;;;
SP_LAV_7_3_10;SP;LAV;7;3;10;18.02.2020;;;;;;;;;;
SP_LAV_7_3_11;SP;LAV;7;3;11;18.02.2020;;;;;;;;;;
SP_LAV_7_3_12;SP;LAV;7;3;12;18.02.2020;;;;;;;;;;
SP_LAV_7_3_13;SP;LAV;7;3;13;18.02.2020;;;;;;;;;;
SP_LAV_7_3_14;SP;LAV;7;3;14;18.02.2020;;;;;;;;;;
SP_LAV_7_3_15;SP;LAV;7;3;15;18.02.2020;;;;;;;;;;
SP_LAV_7_3_16;SP;LAV;7;3;16;18.02.2020;;;;;;;;;;
SP_LAV_7_3_17;SP;LAV;7;3;17;18.02.2020;;;;;;;;;;
SP_LAV_7_3_18;SP;LAV;7;3;18;18.02.2020;;;;;;;;;;
SP_LAV_7_3_19;SP;LAV;7;3;19;18.02.2020;;;;;;;;;;
SP_LAV_7_3_20;SP;LAV;7;3;20;18.02.2020;;;;;;;;;;
SP_LAV_7_4_1;SP;LAV;7;4;1;18.02.2020;;;;;;;;;;
SP_LAV_7_4_2;SP;LAV;7;4;2;18.02.2020;;;;;;;;;;
SP_LAV_7_4_3;SP;LAV;7;4;3;18.02.2020;;;;;;;;;;
SP_LAV_7_4_4;SP;LAV;7;4;4;18.02.2020;;;;;;;;;;
SP_LAV_7_4_5;SP;LAV;7;4;5;18.02.2020;;;;;;;;;;
SP_LAV_7_4_6;SP;LAV;7;4;6;18.02.2020;;;;;;;;;;
SP_LAV_7_4_7;SP;LAV;7;4;7;18.02.2020;;;;;;;;;;
SP_LAV_7_4_8;SP;LAV;7;4;8;18.02.2020;;;;;;;;;;
SP_LAV_7_4_9;SP;LAV;7;4;9;18.02.2020;;;;;;;;;;
SP_LAV_7_4_10;SP;LAV;7;4;10;18.02.2020;;;;;;;;;;
SP_LAV_7_4_11;SP;LAV;7;4;11;18.02.2020;;;;;;;;;;
SP_LAV_7_4_12;SP;LAV;7;4;12;18.02.2020;;;;;;;;;;
