Site;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;SH;NL;LL;WL;NFL;NB;NC;NAC;seedl;juvinale;comment
Lav;;1;4;2018;15.08.2018;EE;1;;;17,5;18,5;8;6;6;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;2;;;17,5;19;5;4;3;2;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;3;;;18,5;18;5;4;3;2;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;4;;;18,5;19;7;8;10;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;5;;;19,5;19;9;12;8;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;6;;;27;23,5;13;10;9;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;7;;;27,5;24,5;36;22;10;5;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;8;;;28;24,5;16;10;8;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;9;;;28,5;24;13;8;7;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;10;;;29;23;37;18;12;7;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;11;;;28,5;22;11;10;6;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;12;;;28;22;7;6;7;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;13;;;29;22,5;18;10;10;5;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;14;;;31,5;23,5;14;12;7;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;15;;;31,5;22,5;15;8;8;6;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;16;;;31,5;21,5;14;8;6;4;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;17;;;30,5;21;18;10;12;16;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;18;;;28,5;21,5;11;12;5;2;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;19;;;29,5;21;14;12;7;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;20;;;28;19,5;16;12;14;6;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;21;;;29;20;13;8;7;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;22;;;30;19,5;15;6;6;4;0;0;0;0;no;no;grazed
Lav;;1;4;2018;15.08.2018;EE;23;;;24;17;36;14;12;5;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;24;;;24,5;15;7;6;5;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;25;;;25;8;41;22;15;6;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;26;;;19,5;1,5;17;6;8;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;27;;;20,5;2;15;10;6;3;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;28;;;27;24,5;9;6;5;2;0;0;0;0;no;no;
Lav;;1;4;2018;15.08.2018;EE;29;;;27;25;11;6;11;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;1;;;4;21;26;10;15;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;2;;;4;20;31;8;15;5;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;3;;;4,5;18,5;25;6;13;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;4;;;5;19;30;8;9;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;5;;;5;18;29;16;11;5;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;6;;;8;23;12;10;18;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;7;;;9,5;21,5;85;14;14;5;0;0;2;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;8;;;11;21;24;10;8;4;0;0;0;0;no;no;grazed
Lav;;1;6;2018;14.08.2018;EE;9;8;;11;20,5;5;6;4;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;10;;;9,5;22,5;13;8;10;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;11;;;30;20;10;15;11;5;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;12;;;30;18;20;10;10;5;0;0;0;0;no;no;grazed
Lav;;1;6;2018;14.08.2018;EE;13;;;32;19;22;10;8;5;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;14;;;33;20;11;10;7;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;15;;;33;19;9;4;5;2;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;16;;;33;18,5;17;12;8;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;17;;;34,5;19;5;2;5;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;18;;;34,5;19,5;22;16;11;5;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;19;;;3;16,5;40;8;15;8;0;0;0;0;no;no;grazed
Lav;;1;6;2018;14.08.2018;EE;20;;;6;14;10;8;10;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;21;;;32;11;16;10;9;4;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;22;;;32;9,5;81;14;13;5;0;0;3;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;23;;;14;1;11;8;8;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;24;;;33;3,5;18;8;8;3;0;0;0;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;26;;;7,5;22,5;79;16;13;5;0;0;1;0;no;no;
Lav;;1;6;2018;14.08.2018;EE;27;26;;7,5;23;10;6;4;3;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;1;;;8;12;26;14;9;4;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;2;;;14,5;12;5;6;3;1;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;3;;;22;15;18;10;9;4;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;4;;;14;7;12;8;6;3;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;5;;;15;6,5;5;4;8;2;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;6;;;7;0,5;2;4;2;1;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;7;;;17;3,5;7;6;4;2;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;8;;;19;4,5;17;12;8;3;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;9;;;20;2,5;10;6;4;2;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;10;;;20;1;11;8;5;4;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;11;17;;21;5,5;4;4;4;3;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;12;17;;22;6;11;10;7;4;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;13;;;22,5;4;24;8;12;5;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;14;;;31;3;25;16;10;3;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;15;14;;32;3,5;10;6;3;2;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;16;17;;22,5;5;4;6;2;1;0;0;0;0;no;no;
Lav;;2;1;2018;14.08.2018;EE/LB;17;;;23;5,5;26;10;11;5;0;0;0;0;no;no;grazed
Lav;;2;3;2018;14.08.2018;EE;1;;;26,5;22;59;8;6;2;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;2;;;15;20;15;6;4;3;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;3;;;23;16;33;16;10;5;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;4;;;24;15;30;10;9;5;0;0;0;0;no;no;grazed
Lav;;2;3;2018;14.08.2018;EE;5;;;4;11;10;8;4;3;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;6;;;19;12,5;38;22;6;3;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;7;;;0,5;6;17;8;4;2;0;0;0;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;8;;;32;6,5;80;20;11;6;0;0;2;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;9;;;23,5;4;85;16;12;6;0;0;4;0;no;no;
Lav;;2;3;2018;14.08.2018;EE;10;;;24;2;83;7;8;3;0;0;0;0;no;no;grazed
Lav;;2;4;2018;14.08.2018;EE;1;;;30;23;24;6;12;16;0;0;0;0;no;no;
Lav;;2;4;2018;14.08.2018;EE;2;;;29;20,5;18;8;12;5;0;0;0;0;no;no;
Lav;;2;4;2018;14.08.2018;EE;3;;;21;19;55;16;14;7;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;1;;;9,5;23,5;11;4;3;2;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;2;;;18;22,5;9;6;4;2;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;3;;;18;23;5;4;2;2;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;4;;;23,5;23,5;56;10;10;7;0;0;0;0;no;no;grazed
Lav;;2;5;2018;11.08.2018;EE;5;;;25,5;23;14;6;6;2;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;6;;;21;19;9;8;4;3;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;7;;;31;18;11;8;7;3;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;8;;;12;10,5;8;6;2;1;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;9;;;22;3;20;8;5;3;0;0;0;0;no;no;
Lav;;2;5;2018;11.08.2018;EE;10;;;29;2;11;4;8;4;0;0;0;0;no;no;grazed, wilting
Lav;;2;5;2018;11.08.2018;EE;11;4;;23,5;25;19;6;6;3;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;1;;;1;6,5;31;16;8;4;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;2;;;23,5;5,5;5;6;2;1;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;3;;;27;4;30;20;10;5;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;4;;;31,5;8,5;5;4;3;1;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;5;;;7,5;13,5;9;8;5;2;0;0;0;0;no;no;
Lav;;2;6;2018;09.08.2018;EE;6;;;8;14;4;6;2;2;0;0;0;0;no;no;
Lav;;3;1;2018;11.08.2018;EE;1;;;17;11;12;8;4;3;0;0;0;0;no;no;
Lav;;3;1;2018;11.08.2018;EE;2;;;20;9;13;6;11;4;0;0;0;0;no;no;grazed
Lav;;3;1;2018;11.08.2018;EE;3;;;31,5;3;14;12;10;5;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;1;2;;13;18;20;10;5;3;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;2;;;13;17;18;10;7;3;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;3;;;9;13,5;59;20;13;7;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;4;;;14;14;21;10;8;4;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;5;;;2;10;46;10;12;5;0;0;1;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;6;;;21;4,5;14;6;9;4;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;7;;;20;3,5;7;6;6;3;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;8;;;20;3;15;6;8;4;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;9;15;;20,5;2,5;4;4;3;2;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;10;;;21;2;20;12;8;3;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;11;;;24;5;115;14;11;6;0;0;3;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;12;;;24,5;2,5;28;14;10;6;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;13;2;;13,5;7,5;3;2;4;2;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;14;15;;20,5;1,5;3;4;6;2;0;0;0;0;no;no;
Lav;;3;2;2018;14.08.2018;EE;15;;;21;1;12;4;9;5;0;0;0;0;no;no;grazed
Lav;;3;3;2018;14.08.2018;EE;1;;;16,5;20;15;12;11;4;0;0;0;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;2;;;25,5;20;32;18;10;5;0;0;0;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;3;;;26;22;90;18;11;5;0;0;4;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;4;;;32;19;11;8;7;4;0;0;0;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;5;;;33;20;9;6;4;3;0;0;0;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;6;;;29,5;13;65;10;12;5;0;0;2;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;7;;;28;13,5;20;14;11;4;0;0;0;0;no;no;
Lav;;3;3;2018;14.08.2018;EE;8;;;34;9;80;18;13;5;0;0;2;0;no;no;
Lav;;3;4;2018;14.08.2018;EE;1;;;9;4;110;14;13;7;0;0;2;0;no;no;
Lav;;3;4;2018;14.08.2018;EE;2;;;6,5;4;45;10;11;6;0;0;0;0;no;no;grazed
Lav;;3;4;2018;14.08.2018;EE;3;;;4;21,5;7;4;2;1;0;0;0;0;yes;no;
Lav;;3;4;2018;14.08.2018;EE;4;;;4,5;6;21;8;5;3;0;0;0;0;no;no;
Lav;;3;4;2018;14.08.2018;EE;5;;;25;8;15;8;6;4;0;0;0;0;no;no;
Lav;;3;5;2018;14.08.2018;EE;1;;;13,5;15;13;10;8;4;0;0;0;0;no;no;
Lav;;3;5;2018;14.08.2018;EE;2;;;6,5;12,5;14;6;8;3;0;0;0;0;no;no;
Lav;;3;6;2018;11.08.2018;JT;1;;;4,5;23,5;10;4;6;3;0;0;0;0;yes;no;
Lav;;4;4;2018;12.08.2018;JT;1;;;7,5;12;15;10;12;4;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;2;;;9;12;22;12;13;3;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;3;;;9;10;16;6;10;4;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;4;;;20;13;9;6;6;3;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;5;;;1,5;5,5;16;14;13;6;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;6;;;1,5;7;19;10;12;5;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;7;;;2,5;7;21;16;11;5;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;8;;;11,5;8,5;8;8;9;3;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;9;;;13,5;9;20;14;13;5;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;10;;;14;7;9;8;9;4;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;11;;;14,5;6,5;7;8;6;3;0;0;0;0;no;no;
Lav;;4;4;2018;12.08.2018;JT;12;;;16;4;20;6;11;4;0;0;0;0;no;no;top eaten
Lav;;4;4;2018;12.08.2018;JT;13;;;31;1;10;10;8;3;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;1;;;3,5;16;20;6;8;3;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;2;;;4,5;14,5;19;10;10;4;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;3;;;0,5;10,5;9;6;4;2;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;4;;;3;13;25;6;11;4;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;5;;;5;14,5;13;6;8;2;0;0;0;0;no;no;
Lav;;4;5;2018;12.08.2018;EE;6;;;0,5;10;18;6;10;4;0;0;0;0;no;no;
Lav;;4;6;2018;12.08.2018;EE;1;;;5;25;19;8;5;2;0;0;0;0;no;no;
Lav;;4;6;2018;12.08.2018;EE;2;;;5,5;23;92;17;10;4;0;0;2;0;no;no;
Lav;;4;6;2018;12.08.2018;EE;3;;;5;18,5;65;20;15;5;0;0;0;0;no;no;
Lav;;5;1;2018;13.08.2018;JT/EE;1;;;13;7;20;12;9;5;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;1;;;20,5;7;16;8;8;3;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;2;;;20,5;8;10;4;9;4;0;0;0;0;no;no;grazed
Lav;;5;2;2018;13.08.2018;EE;3;;;21;8,5;8;6;4;2;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;4;;;21,5;7,5;9;6;3;2;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;5;;;22,5;8;19;10;8;3;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;6;;;23,5;8,5;21;8;9;4;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;7;;;8;3;25;12;8;3;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;8;;;8;1;10;6;4;2;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;10;;;14;1;10;8;3;2;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;11;;;20;4;45;18;11;5;0;0;0;0;no;no;has roots from stem at 6-7th leaf pairs
Lav;;5;2;2018;13.08.2018;EE;12;;;18;4;10;4;6;4;0;0;0;0;no;no;grazed
Lav;;5;2;2018;13.08.2018;EE;13;;;22;4,5;10;8;8;4;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;14;;;22,5;4;17;8;6;3;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;15;;;23;3;14;6;7;4;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;16;;;22,5;2;18;8;9;4;0;0;0;0;no;no;
Lav;;5;2;2018;13.08.2018;EE;17;;;24;3;18;6;6;4;0;0;0;0;no;no;grazed
Lav;;5;2;2018;13.08.2018;EE;18;7;1;8;3,5;4;4;2;1;0;0;0;0;no;no;new shoot from stem
Lav;;5;3;2018;13.08.2018;EE;1;;;2;21;8;8;3;2;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;2;;;23;11;9;8;5;2;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;3;;;21;12;97;20;12;5;0;0;5;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;4;;;2;8;5;6;3;2;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;5;;;21;5,5;8;4;5;2;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;6;;;3;3,5;19;12;10;4;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;7;6;;3,5;4;6;6;4;2;0;0;0;0;no;no;
Lav;;5;3;2018;13.08.2018;EE;8;;;7;1;6;6;2;2;0;0;0;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;1;;;32,5;20,5;51;12;11;5;0;0;0;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;2;;;2;5,5;20;12;7;4;0;0;0;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;3;;;2;5;90;10;10;5;0;0;2;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;4;;;7;4;14;8;9;4;0;0;0;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;5;;1;22,5;2,5;131;16;11;6;0;0;9;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;6;5;1;23,5;1,5;5;6;5;3;0;0;0;0;no;no;
Lav;;5;4;2018;13.08.2018;JT;7;5;1;23,5;2;5;6;5;3;0;0;0;0;no;no;
Lav;;5;5;2018;13.08.2018;JT;1;;;23;9;54;12;11;5;0;0;0;0;no;no;
Lav;;5;5;2018;13.08.2018;JT;2;;;32,5;3,5;116;10;12;6;0;0;2;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;1;;;24;20,5;22;8;11;4;0;0;0;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;2;;;27,5;23,5;41;16;14;7;0;0;0;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;3;;;32;8;113;10;15;8;0;0;1;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;4;;;27;3,5;123;10;14;7;0;0;2;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;5;;;28,5;4;31;8;10;4;0;0;0;0;no;no;
Lav;;5;6;2018;13.08.2018;JT;6;;;28,5;1;37;14;13;5;0;0;0;0;no;no;
Lav;;6;1;2018;13.08.2018;RG;1;;;11,5;14,5;80;10;11;5;0;0;2;0;no;no;
Lav;;6;1;2018;13.08.2018;RG;2;;;11;13;29;6;10;5;0;0;0;0;no;no;
Lav;;6;1;2018;13.08.2018;RG;3;;;28;14;9;6;4;3;0;0;0;0;no;no;
Lav;;6;1;2018;13.08.2018;RG;4;;;28;12,5;18;8;8;4;0;0;0;0;no;no;
Lav;;6;1;2018;13.08.2018;RG;5;;;29;3,5;4;6;2;1;0;0;0;0;no;no;Small, unsure if Ver_alp or Epi_ana
Lav;;6;2;2018;14.08.2018;JT;1;;;13,5;19,5;6;6;6;3;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;2;;;21;15;8;8;8;3;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;3;;;31,5;20,5;9;8;11;5;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;4;;;31;18;13;8;4;2;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;5;;;35;7;84;12;13;6;0;0;4;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;6;;;13;16;9;8;10;5;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;7;;;20;14,5;8;6;8;3;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;8;;;31,5;7,5;9;8;8;3;0;0;0;0;no;no;
Lav;;6;2;2018;14.08.2018;JT;9;;;34,5;0;84;10;13;7;0;0;1;0;no;no;
Lav;;6;3;2018;14.08.2018;JT/SO;1;;;8,5;23,5;4;4;5;2;0;0;0;0;no;no;
Lav;;6;3;2018;14.08.2018;JT/SO;2;;;25,5;24;14;6;10;4;0;0;0;0;no;no;
Lav;;6;3;2018;14.08.2018;JT/SO;3;;;29;24;17;8;6;4;0;0;0;0;no;no;
Lav;;6;3;2018;14.08.2018;JT/SO;4;;;28;22,5;30;14;14;7;0;0;0;0;no;no;
Lav;;6;3;2018;14.08.2018;JT/SO;5;;;11;0;18;8;10;4;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;1;;;30;22,5;71;14;13;7;0;0;1;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;2;;;31,5;24,5;76;10;13;6;0;0;0;0;no;no;top eaten
Lav;;6;4;2018;14.08.2018;JT;3;;;31,5;22;81;12;10;5;0;0;2;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;4;;;32,5;23;92;16;11;5;0;0;2;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;5;;;16;15;76;22;8;3;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;6;;;18,5;14;10;8;5;3;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;7;;;18;14,5;6;6;4;2;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;8;;;24;5,5;89;15;14;5;0;0;1;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;9;;;25,5;9;97;18;13;6;0;0;6;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;10;;;25;10;10;6;5;3;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;11;;;26,5;10;7;6;5;3;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;12;;;24,5;9;8;8;6;3;0;0;0;0;no;no;
Lav;;6;4;2018;14.08.2018;JT;13;;;33,5;6,5;3;6;6;3;0;0;0;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;1;;;14;22;16;10;11;4;0;0;0;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;2;;;0,5;18;20;10;11;4;0;0;0;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;3;;1;14;18;44;10;12;6;0;0;0;0;no;no;grazed
Lav;;6;5;2018;15.08.2018;RG;4;;1;14,5;16,5;45;8;13;8;0;0;0;0;no;no;grazed
Lav;;6;5;2018;15.08.2018;RG;5;;1;15;17;14;12;10;4;0;0;0;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;6;;;5,5;7;19;14;10;5;0;0;0;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;7;;;32,5;8,5;106;12;11;6;0;0;4;0;no;no;
Lav;;6;5;2018;15.08.2018;RG;8;;;33;9;48;8;10;5;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;1;;;5;23;14;6;11;3;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;2;;;6;22;18;10;12;4;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;3;;;10;20;20;6;9;3;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;4;;;11;21,5;12;10;13;5;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;5;4;;11;23;9;6;9;4;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;6;;;12;22;10;4;9;3;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;7;;;19;21;17;6;8;2;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;8;;;19,5;22,5;7;4;4;2;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;9;;;23;20;8;6;6;2;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;10;;;29;24;34;20;12;6;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;11;;;29,5;24,5;17;8;10;4;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;12;;;29,5;25;5;6;3;1;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;13;;;31;24;32;6;15;7;0;0;0;0;no;no;grazed
Lav;;6;6;2018;15.08.2018;EE;14;;;31;25;6;6;6;3;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;15;;;33;23,5;6;6;4;2;0;0;0;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;16;;;29;5;107;16;13;6;0;0;4;0;no;no;
Lav;;6;6;2018;15.08.2018;EE;17;;;29;1;7;4;3;2;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;1;2;1;12,5;17,5;15;3;4;2;0;0;0;0;no;no;shoot coming from 2
Lav;;7;1;2018;13.08.2018;RG;2;;1;13;18,5;7;4;5;2;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;3;;;13,5;18,5;6;6;6;3;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;4;;2;15;16,5;22;12;7;4;0;0;0;0;no;no;
