Site;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;SH;NL;LL;WL;NFL;NB;NC;NAC;seedl;juvinale;comment
Skj;;7;4;2018;21.08.2018;EE;6;;;4,5;6;11;6;6;2;0;0;0;0;no;no;
Skj;;7;4;2018;21.08.2018;EE;7;;;4,5;4,5;8;6;6;2;0;0;0;0;no;no;
Skj;;7;4;2018;21.08.2018;EE;8;;;21,5;4,5;20;8;9;4;0;0;0;0;no;no;
Skj;;7;5;2018;21.08.2018;EE;1;;;18,5;20,5;21;10;9;5;0;0;0;0;no;no;
Skj;;7;5;2018;21.08.2018;EE;2;;;19,5;20,5;4;4;3;2;0;0;0;0;no;no;
Skj;;7;5;2018;21.08.2018;EE;3;;;21;4,5;28;14;9;5;0;0;0;0;no;no;
Skj;;7;5;2018;21.08.2018;EE;4;;;22;4;10;8;4;2;0;0;0;0;no;no;
Gud;;1;1;2018;07.08.2018;EE;1;;;4;24,5;183;13;15;9;0;0;6;0;no;no;
Gud;;1;1;2018;07.08.2018;EE;2;;;16;12,5;47;12;11;3;0;0;0;0;no;no;
Gud;;1;2;2018;07.08.2018;EE;1;;;15;16;109;8;12;10;0;0;1;1;no;no;some leaves eaten?
Gud;;1;2;2018;07.08.2018;EE;2;;;15,5;13,5;106;14;13;8;0;0;1;0;no;no;
Gud;;1;2;2018;07.08.2018;EE;3;;;5;13;16;8;11;3;0;0;0;0;no;no;
Gud;;1;3;2018;06.08.2018;JT;1;;;9;24;53;9;12;6;0;0;0;0;no;no;
Gud;;1;3;2018;06.08.2018;JT;2;;;9;14;48;10;12;5;0;0;0;0;no;no;
Gud;;1;3;2018;06.08.2018;JT;3;;;2,5;7,5;123;21;14;6;0;0;0;0;no;no;
Gud;;1;3;2018;06.08.2018;JT;4;;;4,5;14;119;10;14;7;0;0;3;0;no;no;
Gud;;1;3;2018;06.08.2018;JT;5;;;6,5;2,5;147;14;17;8;0;0;3;1;no;no;
Gud;;1;3;2018;06.08.2018;JT;6;;;9;2,5;40;9;16;7;0;0;0;0;no;no;
Gud;;1;4;2018;07.08.2018;EE;1;;;0,5;20,5;166;12;18;7;0;0;2;0;no;no;
Gud;;1;4;2018;07.08.2018;EE;2;;;30,5;5;147;14;14;7;0;0;4;1;no;no;
Gud;;1;5;2018;07.08.2018;EE;1;;;6;22;185;12;18;9;0;0;8;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;2;;;23;12;143;14;14;6;0;0;5;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;3;;;28;11;90;18;13;4;0;0;0;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;4;;;31;7;84;16;13;6;0;0;0;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;5;;;30,5;9;15;7;5;3;0;0;0;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;6;;;6;0,5;62;5;9;5;0;0;0;0;no;no;leaves have been eaten?
Gud;;1;5;2018;07.08.2018;EE;7;;;17;2,5;79;11;12;5;0;0;0;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;8;;;16;2;42;5;7;4;0;0;0;0;no;no;
Gud;;1;5;2018;07.08.2018;EE;9;;;32,5;3;181;18;14;7;0;0;5;0;no;no;
Gud;;1;6;2018;07.08.2018;EE;1;;;3;21;122;12;16;7;0;0;0;0;no;no;top cut off
Gud;;1;6;2018;07.08.2018;EE;2;;;21;21,5;94;12;13;7;0;0;0;0;no;no;
Gud;;2;1;2018;08.08.2018;EE;1;;;23;2,5;60;16;9;6;0;0;0;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;1;;;12;23;30;4;6;4;0;0;0;0;no;no;grazed
Gud;;2;2;2018;08.08.2018;EE;2;;;13;22;27;10;11;5;0;0;0;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;3;;;0,5;15,5;21;4;8;7;0;0;0;0;no;no;grazed
Gud;;2;2;2018;08.08.2018;EE;4;;;3;13,5;16;4;6;4;0;0;0;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;5;;;18;15;16;6;8;3;0;0;0;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;6;;;18;14;26;6;9;6;0;0;0;0;no;no;grazed
Gud;;2;2;2018;08.08.2018;EE;7;;;21;12,5;33;12;11;5;0;0;0;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;8;;;14;8;110;14;10;7;0;0;3;0;no;no;
Gud;;2;2;2018;08.08.2018;EE;9;;;12;23;5;2;4;2;0;0;0;0;no;no;new shoot
Gud;;2;3;2018;08.08.2018;EE;1;;;21,5;8,5;27;10;10;4;0;0;0;0;no;no;
Gud;;2;3;2018;08.08.2018;EE;2;;;15;5;7;6;7;3;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;1;;;24,5;25;6;4;4;2;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;2;;;29;21;36;10;8;4;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;3;;;31;22;40;14;10;4;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;4;;;30;17,5;49;16;11;5;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;5;;;32;15;34;14;10;5;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;6;;;34;15;57;16;9;6;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;7;;;32;19;12;6;6;4;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;8;;;31;18;8;4;4;2;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;9;;;33;20,5;10;4;7;3;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;10;;;20;15;8;6;3;2;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;11;;;21;11;10;4;5;2;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;12;;;26;14,5;110;22;15;6;0;0;0;0;no;no;grazed
Gud;;2;4;2018;08.08.2018;EE;13;;;27,5;13;11;6;5;3;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;14;;;30;14;12;4;9;4;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;15;;;29;13;48;8;16;5;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;16;;;29,5;13;10;6;7;3;0;0;0;0;no;no;
Gud;;2;4;2018;08.08.2018;EE;17;;;30;13;9;4;5;3;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;1;;;14,5;24;29;10;10;4;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;2;;;16;22;54;8;12;8;0;0;0;0;no;no;grazed
Gud;;3;1;2018;08.08.2018;SOS/EE;3;;;23;23;30;10;11;4;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;4;;;23,5;25;69;14;15;5;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;5;;;26;25;46;18;13;6;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;6;;;26,5;24;18;8;8;4;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;7;;;27;23;56;18;11;5;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;8;;;29;24;139;12;22;8;0;0;3;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;9;;;30,5;23;164;14;26;9;0;0;6;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;10;;;23,5;15;30;4;12;5;0;0;0;0;no;no;grazed
Gud;;3;1;2018;08.08.2018;SOS/EE;11;;;0,5;14,5;59;10;16;6;0;0;1;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;12;;;8;13;86;16;12;8;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;13;;;21;11;14;6;9;4;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;14;;;22;12;14;6;8;3;0;0;0;0;no;no;
Gud;;3;1;2018;08.08.2018;SOS/EE;15;;;19;5;126;10;11;0;0;0;2;0;no;no;
Gud;;3;2;2018;08.08.2018;SLO;1;;;31;23;141;14;14;9;0;0;1;0;no;no;
Gud;;3;2;2018;08.08.2018;SLO;2;;;32;24;145;12;19;7;0;0;6;0;no;no;
Gud;;3;2;2018;08.08.2018;SLO;3;;;31;20,5;154;20;19;10;0;0;5;3;no;no;
Gud;;3;2;2018;08.08.2018;SLO;4;;;4;16,5;48;8;14;3;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;1;;;8;23,5;35;6;19;7;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;2;;;10,5;24,5;7;8;7;3;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;3;;;27,5;24;161;18;11;7;0;0;3;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;4;;;23,5;22,5;171;21;16;8;0;0;7;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;5;;;29,5;21,5;7;6;6;2;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;6;;;28;23;90;24;18;6;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;7;;;30;21;4;6;6;2;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;8;;;29,5;20;6;7;7;3;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;9;;;30;20;5;6;4;2;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;10;;;11,5;16;147;14;15;11;0;0;5;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;11;;;7;11;9;6;12;4;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;12;;;6;12;4;2;4;2;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;13;;;11,5;13;9;5;6;3;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;14;;;22,5;11,5;137;11;15;8;0;0;3;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;15;;;22,5;12,5;134;9;15;7;0;0;2;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;16;;;25,5;14,5;7;8;7;2;0;0;0;0;no;no;
Gud;;3;3;2018;08.08.2018;RG;17;;;14;3;11;7;7;2;0;0;0;0;no;no;
Gud;;3;4;2018;08.08.2018;SOS/EE;1;;;10,5;24;48;8;16;6;0;0;0;0;no;no;grazed
Gud;;3;4;2018;08.08.2018;SOS/EE;2;;;3;3;71;16;12;5;0;0;0;0;no;no;
Gud;;3;4;2018;08.08.2018;SOS/EE;3;;;3;2;11;6;7;2;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;1;;;31;21;62;16;11;5;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;2;;;4,5;15;106;12;11;5;0;0;2;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;3;;;6,5;5;122;16;13;6;0;0;5;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;4;;;34;8;29;10;10;5;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;5;;;34,5;7;13;6;7;3;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;SLO;6;;;35;7,5;40;14;10;5;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;;1;;;7;22;131;16;15;7;0;0;3;0;no;no;
Gud;;3;5;2018;08.08.2018;;2;;;25,5;16,5;79;14;15;6;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;;3;;;25;17;13;6;7;3;0;0;0;0;no;no;
Gud;;3;5;2018;08.08.2018;;4;;;4,5;7;116;10;12;7;0;0;2;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;1;;;1;19;26;10;10;4;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;2;;;24;18,5;124;16;13;6;0;0;3;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;3;;;9;11;17;8;10;5;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;4;;;9,5;13;14;6;10;4;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;5;;;10;13;12;6;7;3;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;6;;;9,5;14;22;8;11;4;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;7;;;7;11,5;11;6;6;2;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;8;;;14;13,5;35;10;13;5;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;9;;;18;15;15;6;11;4;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;10;;;17,5;15;12;6;6;2;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;11;;;17,5;15;11;6;7;2;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;12;;;17;14,5;10;4;9;3;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;13;;;16;12;50;12;10;6;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;14;;;4;7,5;15;6;8;3;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;15;;;4;7;8;4;4;2;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;18;;;31;1;22;8;10;5;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;19;;;32;2;11;4;5;3;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;20;;;7;13,5;20;8;6;4;0;0;0;0;no;no;
Gud;;4;1;2018;08.08.2018;EE;21;;;8;15;38;10;10;5;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;1;;;7;23,5;24;8;11;3;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;2;;;6,5;23;9;6;6;2;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;3;;;7,5;22;14;4;4;2;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;4;;;8;2,5;11;6;8;3;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;5;;;32;22;121;12;16;6;0;0;1;2;no;no;
Gud;;4;2;2018;;EE;6;;;34,5;22;14;6;9;4;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;7;;;3;15,5;41;10;11;4;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;8;;;4;16;8;4;6;2;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;9;;;4;15;11;4;5;3;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;10;;;3;13,5;10;6;9;3;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;11;;;33,5;17;28;6;9;4;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;12;;;34;17;25;6;9;4;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;13;;;7,5;12;110;12;16;6;0;0;2;0;no;no;
Gud;;4;2;2018;;EE;14;;;7;13;20;6;7;3;0;0;0;0;no;no;
Gud;;4;2;2018;;EE;15;;;4,5;15;86;12;12;5;0;0;1;0;no;no;
Gud;;4;4;2018;07.08.2018;EE;1;;;1;13;129;12;11;6;0;0;1;0;no;no;
Gud;;4;4;2018;07.08.2018;EE;2;;;4,5;10;12;6;8;3;0;0;0;0;no;no;
Gud;;5;1;2018;07.08.2018;EE;1;;;23,5;11;7;4;6;2;0;0;0;0;no;no;
Gud;;5;2;2018;07.08.2018;EE;1;;;21,5;21;135;14;9;6;0;0;4;0;no;no;
Gud;;5;2;2018;07.08.2018;EE;2;;;11;;17;6;5;2;0;0;0;0;no;no;
Gud;;5;3;2018;07.08.2018;EE;1;;;30,5;7,5;126;12;12;5;0;0;4;0;no;no;
Gud;;5;3;2018;07.08.2018;EE;2;;;33;4,5;37;8;13;4;0;0;0;0;no;no;
Gud;;5;3;2018;07.08.2018;EE;3;;;32;4,5;18;6;10;2;0;0;0;0;no;no;
Gud;;5;3;2018;07.08.2018;EE;4;;;32;3;9;4;4;2;0;0;0;0;no;no;
Gud;;5;3;2018;07.08.2018;EE;5;;;31;2,5;11;6;7;3;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;1;;;3,5;23,5;19;8;10;5;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;2;;;3,5;21,5;37;8;12;4;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;3;;;9,5;23;34;8;11;4;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;4;;;23,5;25;11;8;12;6;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;5;;;25;22;144;24;11;6;0;0;8;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;6;;;24;21;143;14;12;5;0;0;0;1;no;no;top slightly grazed?
Gud;;5;4;2018;07.08.2018;EE;7;;;27;21;10;4;7;4;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;8;;;26;20,5;20;4;7;5;0;0;0;0;no;no;grazed
Gud;;5;4;2018;07.08.2018;EE;9;;;2;21;125;12;15;5;0;0;1;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;10;;;22;17;26;6;10;5;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;11;;;11,5;11;39;6;17;6;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;12;;;16;13;61;18;11;6;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;13;;;18,5;13;29;8;11;5;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;14;;;22;12;11;6;9;4;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;15;;;26;14,5;128;18;10;5;0;0;4;1;no;no;most leaves missing
Gud;;5;4;2018;07.08.2018;EE;16;;;24;10,5;19;6;7;3;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;17;;;9;0;100;18;12;6;0;0;0;0;no;no;new toothpick, didn't find no. 18
Gud;;5;4;2018;07.08.2018;EE;18;;;14;4;11;4;7;3;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;19;;;24;5;162;20;11;7;0;0;7;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;20;;;11;24;26;6;10;3;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;21;;;22;12,5;9;4;7;4;0;0;0;0;no;no;
Gud;;5;4;2018;07.08.2018;EE;22;;;22;13;112;14;8;5;0;0;2;0;no;no;
Gud;;6;1;2018;07.08.2018;EE;1;;;17,5;21;11;6;8;3;0;0;0;0;no;no;
Gud;;6;1;2018;07.08.2018;EE;2;;;32;13,5;18;6;8;2;0;0;0;0;no;no;
Gud;;6;1;2018;07.08.2018;EE;3;;;1,5;6,5;155;18;12;8;0;0;2;0;no;no;
Gud;;6;2;2018;07.08.2018;EE;1;;;2,5;14;24;6;5;2;0;0;0;0;no;no;
Gud;;6;2;2018;07.08.2018;EE;2;;;10,5;11;14;6;6;3;0;0;0;0;no;no;
Gud;;6;2;2018;07.08.2018;EE;3;;;19;12,5;161;16;13;9;0;0;3;0;no;no;
Gud;;6;2;2018;07.08.2018;EE;4;;;11;9;61;10;11;5;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;1;;;23;23,5;44;10;9;3;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;2;;;24,5;23;17;4;5;3;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;3;;;22;20;16;6;7;3;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;4;;;22,5;20;10;4;4;2;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;5;;;28;20;10;4;9;3;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;6;;;32;13;130;16;12;6;0;0;3;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;7;;;31;13,5;11;6;5;2;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;8;;;31;6,5;24;8;9;4;0;0;0;0;no;no;
Gud;;6;3;2018;07.08.2018;EE;9;;;29,5;3;121;16;9;4;0;0;3;0;no;no;wilted leaves
Gud;;7;1;2018;06.08.2018;JT;1;;;3;24;141;8;15;6;0;0;3;0;no;no;
Gud;;7;1;2018;06.08.2018;JT;2;;;20,5;16,5;102;16;15;6;0;0;0;0;no;no;
Gud;;7;1;2018;06.08.2018;JT;3;;;22;16;124;5;11;5;0;0;0;0;no;no;
Gud;;7;1;2018;06.08.2018;JT;4;;;23;18,5;98;3;14;8;0;0;1;0;no;no;
Gud;;7;1;2018;06.08.2018;JT;5;;;24;0,5;72;12;11;5;0;0;0;0;no;no;
Gud;;7;2;2018;06.08.2018;JT;1;;;32;17;130;10;8;6;0;0;2;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;1;;;4;24;142;12;14;8;0;0;3;1;no;no;
Gud;;7;4;2018;06.08.2018;EE;2;;;3,5;22,5;142;14;14;8;0;0;6;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;3;;;2,5;22;31;6;9;6;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;4;;;5,5;21,5;125;12;11;7;0;0;4;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;5;;;0;2,5;5;4;3;2;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;6;;;0,5;2,5;5;4;6;3;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;7;;;1;2,5;5;2;4;2;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;8;;;1,5;3;23;5;10;4;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;9;;;1,5;3,5;31;8;11;5;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;10;;;3;3;24;6;8;3;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;11;;;2,5;4;82;8;11;4;0;0;2;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;12;;;3;4,5;9;4;5;2;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;13;;;4;3;30;12;11;4;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;14;;;4,5;2,5;34;9;11;4;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;15;;;5,5;2;15;6;10;3;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;16;;;5;1,5;16;4;6;3;0;0;0;0;no;no;
Gud;;7;4;2018;06.08.2018;EE;17;;;1,25;3;5;2;3;2;0;0;0;0;no;no;
Gud;;7;5;2018;06.08.2018;EE;1;;;9;14;16;8;11;5;0;0;0;0;no;no;
Gud;;7;5;2018;06.08.2018;EE;2;;;8,5;13,5;9;4;9;4;0;0;0;0;no;no;
Gud;;7;5;2018;06.08.2018;EE;3;;;10,5;13;93;8;12;6;0;0;1;0;no;no;
Gud;;7;5;2018;06.08.2018;EE;4;;;11;11,5;98;8;11;6;0;0;3;0;no;no;
Gud;;7;5;2018;06.08.2018;EE;5;;;11,5;8,5;42;10;11;5;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;1;;;5,5;22,5;125;8;12;9;0;0;4;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;2;;;9;20,5;57;12;11;6;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;3;;;22;22;80;8;10;4;0;0;1;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;4;;;20,5;22,5;16;6;6;3;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;5;;;24,5;21;93;9;13;4;0;0;2;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;6;;;25,5;22;33;8;10;3;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;7;;;11,5;10;25;10;9;5;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;8;;;11;11,5;9;4;5;4;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;9;;;16,5;11,5;16;6;10;4;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;10;;;12;9;6;6;5;2;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;11;;;32;13,5;15;8;7;4;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;12;;;34,5;13;32;11;10;3;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;13;;;31,5;12;11;8;5;2;0;0;0;0;no;no;
Gud;;7;6;2018;07.08.2018;EE;14;;;30;5,5;123;10;11;5;0;0;4;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;1;;;5;14;15;8;8;3;0;0;0;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;2;;;6;11;104;20;12;5;0;0;6;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;3;;;8;15;111;16;15;7;0;0;8;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;4;;;9;15;18;16;11;4;0;0;0;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;5;;;9;13;17;12;9;4;0;0;0;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;6;;;9,5;14;30;14;16;9;0;0;0;0;no;no;grazed
Lav;;1;1;2018;14.08.2018;EE;7;;;12;1,5;5;4;6;3;0;0;0;0;no;no;
Lav;;1;1;2018;14.08.2018;EE;8;;;13;1;31;8;10;5;0;0;0;0;no;no;grazed
Lav;;1;2;2018;09.08.2018;EE;1;;;0,5;25;9;6;7;3;0;0;0;0;no;no;
Lav;;1;2;2018;09.08.2018;EE;2;;;17;22;22;8;7;3;0;0;0;0;no;no;
Lav;;1;2;2018;09.08.2018;EE;3;;;34,5;15,5;10;6;6;2;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;1;;;13;23;11;10;9;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;2;;;27,5;21;15;5;7;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;3;;;29;21;18;10;9;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;4;;;28;19,5;22;14;11;6;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;5;;;29,5;19,5;36;18;17;6;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;6;;;21,5;16;11;8;7;2;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;7;;;23;17;22;10;14;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;8;;;2;13;21;14;10;5;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;9;;;4;11;13;4;5;2;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;10;;;8;12,5;13;4;7;2;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;11;;;9,5;13;15;8;9;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;12;;;28;13;104;24;15;6;0;0;4;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;13;;;29;12;32;12;10;4;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;14;;;11;7;11;6;8;3;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;15;;;20;6,5;14;6;7;2;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;16;;;4,5;0,5;22;12;14;5;0;0;0;0;no;no;
Lav;;1;3;2018;15.08.2018;EE;17;;;11;0;35;8;18;7;0;0;0;0;no;no;grazed
Lav;;1;5;2018;09.08.2018;EE;1;;;7;20;10;6;8;3;0;0;0;0;no;no;
Lav;;1;5;2018;09.08.2018;EE;2;;;32;24;81;14;12;6;0;0;4;0;no;no;
Lav;;1;5;2018;09.08.2018;EE;3;;;32;10;35;12;11;5;0;0;0;0;no;no;
