Site	Species	Treat	Block	Plot	Year	Date	Registrator	IDS	MS	IDG	X	Y	SH	NL	NL_partitioned	LL	WL	NFL	NFL1	NFL2	NFL3	NFL4	NFL5	NB	NB1	NB2	NB3	NC	NC1	NC2	NAC	NFS	Length of aks	Length of aks (partitioned)	seedl	juvinale	comment
Skj	Ver_off	Extant	3	3	2018	01.09.2018	RG	2		1	7,0	7,0	29	16		23	11																				
Skj	Ver_off	Extant	3	3	2018	01.09.2018	RG	3	2	1	7,5	6,5	12	6		12	7																				
Skj	Ver_off	Extant	3	3	2018	01.09.2018	RG	4	2	1	8,5	7,0	13	5		13	5																				
Skj	Ver_off	Extant	3	3	2018	01.09.2018	RG	5			10,0	7,5	47	12		21	10																				
Skj	Ver_off	Extant	3	3	2018	01.09.2018	RG	6	1	2	6,0	17,0	28	11		17	9																				
Skj	Vio_can	Extant	3	3	2018	01.09.2018	RG	1			26,5	18,5	22	4			9																				could not measure length - too dry
Skj	Vio_can	Extant	3	3	2018	01.09.2018	RG	2		1	27,0	17,5	19	4		12	10																				
Skj	Vio_can	Extant	3	3	2018	01.09.2018	RG	3	2	1	26,5	7,0	14	8		17	13																				
Skj	Vio_can	Extant	3	3	2018	01.09.2018	RG	4	2	1	27,5	7,5	12	5		17	12											1									
Skj	Vio_can	Extant	3	3	2018	01.09.2018	RG	5			28,0	8,0	12	3		6	5																				
Skj	Car_pil	Extant	3	3	2018	01.09.2018	RG	1			18,0	17,0		9		94																1	18				
Skj	Car_pil	Extant	3	3	2018	01.09.2018	RG	2			17,0	9,0		10		101																0					
Skj	Car_pil	Extant	3	3	2018	01.09.2018	RG	3			17,0	7,5		5		87																1	17				
Skj	Car_pil	Extant	3	3	2018	01.09.2018	RG	4			18,5	8,0		15		205																1	18				
Skj	Vio_can	Extant	4	3	2018	01.09.2018	ELE/SO	1			8,0	17,5	25	3		23	24																				
Skj	Vio_can	Extant	4	3	2018	01.09.2018	ELE/SO	2			7,0	7,5	32	6		19	12																				
Skj	Ver_off	Extant	4	3	2018	01.09.2018	ELE/SO	1			27,5	18,0	45	16		21	14																				
Skj	Ver_off	Extant	4	3	2018	01.09.2018	ELE/SO	2			26,0	8,0	25	10		16	11																				
Skj	Ver_off	Extant	4	3	2018	01.09.2018	ELE/SO	3			28,0	6,0	30	12		20	11																				
Skj	Car_pil	Extant	4	3	2018	01.09.2018	ELE/SO	1		1	16,5	17,5		10		101																1	21				
Skj	Car_pil	Extant	4	3	2018	01.09.2018	ELE/SO	2		1	17,0	16,5		6		95																					
Skj	Car_pil	Extant	4	3	2018	01.09.2018	ELE/SO	3		2	17,0	18,0		8		109																					
Skj	Car_pil	Extant	4	3	2018	01.09.2018	ELE/SO	4		2	17,0	17,0		15		72																					
Skj	Car_pil	Extant	4	3	2018	01.09.2018	ELE/SO	5		2	17,0	16,5		9		129																1	9				
Skj	Ver_off	Extant	4	4	2018	01.09.2018	SO	1			7,0	19,0	55	21		23	12																				
Skj	Ver_off	Extant	4	4	2018	01.09.2018	SO	2			8,5	8,0	30	17		19	10																				
Skj	Vio_can	Extant	4	4	2018	01.09.2018	SO	1			28,5	17,5	28	10		14	14																				
Skj	Vio_can	Extant	4	4	2018	01.09.2018	SO	2			26,5	7,0	41	11		20	17																				
Skj	Car_pil	Extant	4	4	2018	01.09.2018	SO	1		1	16,0	19,0		6		97																					
Skj	Car_pil	Extant	4	4	2018	01.09.2018	SO	2	1	1	15,5	18,0		8		101																1	28				
Skj	Car_pil	Extant	4	4	2018	01.09.2018	SO	3		1	16,0	16,5		12		231																1	20				
Skj	Car_pil	Extant	4	4	2018	01.09.2018	SO	4			17,5	8,0		4																							nedbeitet, målte ikke ll
Skj	Car_pil	Extant	4	4	2018	01.09.2018	SO	5			18,0	7,5		5		74																1	9				
Skj	Ver_off	Extant	3	4	2018	01.09.2018	SO	1			6,0	19,0	25	20		22	10																				
Skj	Ver_off	Extant	3	4	2018	01.09.2018	SO	2			6,0	7,5	81	20		30	16											19				1					
Skj	Vio_can	Extant	3	4	2018	01.09.2018	SO	1			26,0	16,0	20	7		19	16																				
Skj	Vio_can	Extant	3	4	2018	01.09.2018	SO	2			27,0	16,0	18	5		21	16																				
Skj	Vio_can	Extant	3	4	2018	01.09.2018	SO	3			26,0	7,0	29	2		21	19																				
Skj	Vio_can	Extant	3	4	2018	01.09.2018	SO	4			27,5	7,5	41	8		22	21																				
Skj	Car_pil	Extant	3	4	2018	01.09.2018	SO	1		1	17,5	17,0		10		167																					
Skj	Car_pil	Extant	3	4	2018	01.09.2018	SO	2		1	18,5	17,5		7		215																1	20				
Skj	Car_pil	Extant	3	4	2018	01.09.2018	SO	3		2	17,5	7,5		8		134																					
Skj	Car_pil	Extant	3	4	2018	01.09.2018	SO	4		2	17,5	7,0		8		135																1	18				
Skj	Vio_can	Extant	5	1	2018	01.09.2018	RG	1			8,0	17,5	19	5		13	12																				
Skj	Vio_can	Extant	5	1	2018	01.09.2018	RG	2			7,5	7,5	59	8		24	24																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	1		1	28,0	18,5	57	18		21	11																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	2	1	1	27,5	17,0	3	4		9	3																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	3	1	1	25,5	16,5	15	8		10	4																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	4			25,5	7,5	80	15		21	11																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	5			27,0	9,0	50	15		18	11																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	6	5	2	28,0	7,5	4	6		5	2																				
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	7	1	1	28,0	15,5	3	4		4	2																				toothpick on right side
Skj	Ver_off	Extant	5	1	2018	01.09.2018	RG	8	5	2	28,5	7,5	4	4		6	3																				toothpick on right side
Skj	Car_pil	Extant	5	1	2018	01.09.2018	RG	1			16,0	17,0		5		90																1	24				
Skj	Car_pil	Extant	5	1	2018	01.09.2018	RG	2			17,0	16,0		6		83																					uten blomsterskudd
Skj	Car_pil	Extant	5	1	2018	01.09.2018	RG	3			18,0	7,0		8		163																1	8				
Skj	Ver_off	Extant	5	4	2018	01.09.2018	ELE	1			7,0	18,0	44	12		19	10																				
Skj	Ver_off	Extant	5	4	2018	01.09.2018	ELE	2			7,0	6,0	90	30		24	12																				
Skj	Vio_can	Extant	5	4	2018	01.09.2018	ELE	1			26,5	17,0	41	3		23	25																				
Skj	Vio_can	Extant	5	4	2018	01.09.2018	ELE	2			28,0	17,0	31	4		20	23																				
Skj	Vio_can	Extant	5	4	2018	01.09.2018	ELE	3			27,5	7,5	8	5		14	10																				
Skj	Vio_can	Extant	5	4	2018	01.09.2018	ELE	4			27,5	7,5	14	4		13	11																				
Skj	Car_pil	Extant	5	4	2018	01.09.2018	ELE	1			16,5	18,5		6		112																1	22				
Skj	Car_pil	Extant	5	4	2018	01.09.2018	ELE	2			18,0	8,0		9		78																1	16				
Skj	Car_pil	Extant	6	2	2018	02.09.2018	RG	1			6,5	16,5		5		69																					flower, but impossible to measure
Skj	Car_pil	Extant	6	2	2018	02.09.2018	RG	2			7,5	17,0		7		100																					
Skj	Car_pil	Extant	6	2	2018	02.09.2018	RG	3			6,5	6,5		4		58																					
Skj	Car_pil	Extant	6	2	2018	02.09.2018	RG	4			7,5	7,0		5		92												10									
Skj	Vio_can	Extant	6	2	2018	02.09.2018	RG	1			16,5	18,0	11	4		15	13																				
Skj	Vio_can	Extant	6	2	2018	02.09.2018	RG	2			17,0	8,0	32	4		22	19																				
Skj	Vio_can	Extant	6	2	2018	02.09.2018	RG	3			18,5	5,5	34	5		26	24																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	1		1	27,5	17,5	80	13		21	9																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	2	1	1	28,5	17,5	70	11		24	11																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	3		2	27,5	9,0	80	25		28	14																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	4	3	2	27,0	8,0	28	8		16	7																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	5	4	2	28,0	7,0	10	4		13	6																				
Skj	Ver_off	Extant	6	2	2018	02.09.2018	RG	6	1	1	27,5	15,5	40	12		22	10																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	1		1	8,0	19,0	37	20		23	13																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	2	1	1	7,5	18,0	25	6		13	9																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	3			7,0	16,5	45	12		23	10																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	4	5	2	8,0	8,0	35	10		18	6																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	5		2	8,0	7,0	28	14		25	11																				
Skj	Ver_off	Extant	6	6	2018	02.09.2018	ELE/RG	6	5	2	8,0	6,5	12	6		11	5																				
Skj	Car_pil	Extant	6	6	2018	02.09.2018	ELE/RG	1			17,0	18,5		10		148																					Aks borte
Skj	Car_pil	Extant	6	6	2018	02.09.2018	ELE/RG	2			18,0	9,0		6		84																	13				
Skj	Vio_can	Extant	6	6	2018	02.09.2018	ELE/RG	1			27,5	17,0	19	6		18	18																				
Skj	Vio_can	Extant	6	6	2018	02.09.2018	ELE/RG	2			28,0	6,0	45	12		23	23																				
